"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "rel_pos" "count_rpt" "count_SINE" "count_DNA" "count_TcM" "count_LINE" "count_LTR" "count_nonLTR" "count_genes" "count_CDS" "length_rpt" "length_SINE" "length_DNA" "length_TcM" "length_LINE" "length_LTR" "length_nonLTR" "length_genes" "length_CDS" "density_rpt" "density_SINE" "density_DNA" "density_TcM" "density_LINE" "density_LTR" "density_nonLTR" "density_genes" "density_CDS" "prop_rpt" "prop_SINE" "prop_DNA" "prop_TcM" "prop_LINE" "prop_LTR" "prop_nonLTR" "prop_genes" "prop_CDS"
"204" "LR999950.1" 8000001 9960137 11 1.113636364 9960137 0.188003868 0.341348 "Autosome" 0.901600951874457 4059 768 257 13 224 95 537 39 39 557368 138200 33259 2429 45812 37886 120684 336300 40150 2.07077362449666 0.391809348020062 0.131113284428588 0.00663218948471459 0.114277726505851 0.0484660000806066 0.273960442560903 0.0198965684541438 0.0198965684541438 0.284351552978185 0.0705052759067351 0.0169676915440094 0.00123919909679783 0.0233718357441342 0.0193282408321459 0.061569165828715 0.171569640285347 0.0204832621393301
"205" "LR999951.1" 1 2000000 13 6.048461538 9839934 1.323510774 0.33768 "Autosome" 0.101626748715997 5057 1050 329 24 223 57 649 29 29 654849 189710 39895 9208 49660 11049 123576 301678 22564 2.5285 0.525 0.1645 0.012 0.1115 0.0285 0.3245 0.0145 0.0145 0.3274245 0.094855 0.0199475 0.004604 0.02483 0.0055245 0.061788 0.150839 0.011282
"206" "LR999951.1" 2000001 4000000 8 5.1975 9839934 0.395898616 0.3379 "Autosome" 0.304880144521295 4103 696 338 4 221 101 507 51 51 579604 132994 44097 363 54799 37635 116729 329399 62186 2.0515 0.348 0.169 0.002 0.1105 0.0505 0.2535 0.0255 0.0255 0.289802 0.066497 0.0220485 0.0001815 0.0273995 0.0188175 0.0583645 0.1646995 0.031093
"207" "LR999951.1" 4000001 6000000 10 6.805 9839934 1.190165721 0.33347 "Autosome" 0.508133540326592 4756 1045 332 20 259 53 525 36 36 637634 184026 44257 8183 60277 22105 107409 180865 33911 2.378 0.5225 0.166 0.01 0.1295 0.0265 0.2625 0.018 0.018 0.318817 0.092013 0.0221285 0.0040915 0.0301385 0.0110525 0.0537045 0.0904325 0.0169555
"208" "LR999951.1" 6000001 8000000 0 NA 9839934 NA 0.338847 "Autosome" 0.711386936131889 4786 985 335 25 201 72 557 38 38 623185 180220 50468 8108 45324 15212 112645 363832 40688 2.393 0.4925 0.1675 0.0125 0.1005 0.036 0.2785 0.019 0.019 0.3115925 0.09011 0.025234 0.004054 0.022662 0.007606 0.0563225 0.181916 0.020344
"209" "LR999951.1" 8000001 9839934 0 NA 9839934 NA 0.343851 "Autosome" 0.906506842423943 3675 674 270 23 164 57 435 35 35 476920 120403 36534 5469 30725 14923 105816 288551 36442 1.99735425292429 0.366317487475094 0.146744394092397 0.0125004483856486 0.0891336319672336 0.0309793720861727 0.236421523815528 0.0190224214564218 0.0190224214564218 0.259204949742763 0.0654387603033587 0.019856147013969 0.00297238922700488 0.0166989685499589 0.00811061701126236 0.057510758538078 0.156826820962056 0.0198061452204264
"210" "LR999952.1" 1 2000000 3 4.266666667 8262369 0.06350853 0.371514 "Autosome" 0.121030723754894 4960 910 330 48 273 76 799 59 59 750496 165746 44792 6220 61283 34154 222568 515204 52715 2.48 0.455 0.165 0.024 0.1365 0.038 0.3995 0.0295 0.0295 0.375248 0.082873 0.022396 0.00311 0.0306415 0.017077 0.111284 0.257602 0.0263575
"211" "LR999952.1" 2000001 4000000 8 4.3175 8262369 2.013233008 0.336376 "Autosome" 0.363092050234019 5250 1042 373 24 211 61 656 39 39 651461 185145 42620 4150 47735 6324 119156 308654 37170 2.625 0.521 0.1865 0.012 0.1055 0.0305 0.328 0.0195 0.0195 0.3257305 0.0925725 0.02131 0.002075 0.0238675 0.003162 0.059578 0.154327 0.018585
"212" "LR999952.1" 4000001 6000000 5 2.306 8262369 0.949199663 0.338948 "Autosome" 0.605153376713144 5089 977 365 25 202 61 551 73 73 675888 178146 47844 6856 47741 21607 106452 514676 69035 2.5445 0.4885 0.1825 0.0125 0.101 0.0305 0.2755 0.0365 0.0365 0.337944 0.089073 0.023922 0.003428 0.0238705 0.0108035 0.053226 0.257338 0.0345175
"213" "LR999952.1" 6000001 8000000 4 1.52 8262369 0 0.346215 "Autosome" 0.847214703192268 5127 932 415 23 200 82 677 60 60 659435 168855 59097 2938 36696 25753 118266 584563 57949 2.5635 0.466 0.2075 0.0115 0.1 0.041 0.3385 0.03 0.03 0.3297175 0.0844275 0.0295485 0.001469 0.018348 0.0128765 0.059133 0.2922815 0.0289745
"214" "LR999952.1" 8000001 8262369 0 NA 8262369 NA 0.39268 "Autosome" 0.984122713473581 795 22 82 4 18 4 48 0 0 115291 4649 11694 987 13537 487 19760 0 672 3.03008358456982 0.0838513696358945 0.312536923188334 0.0152457035701626 0.0686056660657318 0.0152457035701626 0.182948442841952 0 0 0.439423102576905 0.0177193189744215 0.0445708143873705 0.00376187735593763 0.0515952723073229 0.0018561644096673 0.0753137756366034 0 0.00256127819978732
"215" "LR999953.1" 1 2000000 5 5.328 8178468 1.446070538 0.358142 "Autosome" 0.122272349784825 5345 1069 468 35 182 51 749 77 77 698289 192850 61362 6079 30253 17095 145712 632867 75129 2.6725 0.5345 0.234 0.0175 0.091 0.0255 0.3745 0.0385 0.0385 0.3491445 0.096425 0.030681 0.0030395 0.0151265 0.0085475 0.072856 0.3164335 0.0375645
"216" "LR999953.1" 2000001 4000000 5 2.262 8178468 1.570245204 0.363925 "Autosome" 0.366816927082187 4452 611 576 68 191 181 647 77 77 787382 112083 131625 19181 65186 77055 201769 287223 62742 2.226 0.3055 0.288 0.034 0.0955 0.0905 0.3235 0.0385 0.0385 0.393691 0.0560415 0.0658125 0.0095905 0.032593 0.0385275 0.1008845 0.1436115 0.031371
"217" "LR999953.1" 4000001 6000000 6 10.83 8178468 0 0.358333 "Autosome" 0.611361504379549 4305 687 466 36 239 149 610 80 80 744617 128756 97092 5619 87168 54004 175669 465854 86314 2.1525 0.3435 0.233 0.018 0.1195 0.0745 0.305 0.04 0.04 0.3723085 0.064378 0.048546 0.0028095 0.043584 0.027002 0.0878345 0.232927 0.043157
"218" "LR999953.1" 6000001 8000000 4 10.83 8178468 0 0.360406 "Autosome" 0.855906081676911 5846 1149 534 49 263 97 845 52 52 851760 209281 107177 13148 52687 22460 185168 534906 52221 2.923 0.5745 0.267 0.0245 0.1315 0.0485 0.4225 0.026 0.026 0.42588 0.1046405 0.0535885 0.006574 0.0263435 0.01123 0.092584 0.267453 0.0261105
"219" "LR999953.1" 8000001 8178468 0 NA 8178468 NA 0.364782 "Autosome" 0.989089215730868 483 81 29 1 30 7 82 3 3 79650 16213 2385 255 11976 720 27079 8287 1820 2.70636752807226 0.453862877378578 0.16249411659233 0.00560324539973553 0.168097361992066 0.0392227177981487 0.459466122778313 0.0168097361992066 0.0168097361992066 0.446298496088935 0.0908454176659121 0.0133637402783692 0.00142882757693256 0.0671044669072327 0.00403433668780958 0.151730282179438 0.0464340946276083 0.0101979066275187
"220" "LR999954.1" 1 2000000 3 15.06 7379297 0 0.352387 "Autosome" 0.135514331514235 5470 1002 376 24 213 91 776 61 61 733422 185444 45612 3684 55434 29649 148663 605122 67494 2.735 0.501 0.188 0.012 0.1065 0.0455 0.388 0.0305 0.0305 0.366711 0.092722 0.022806 0.001842 0.027717 0.0148245 0.0743315 0.302561 0.033747
"221" "LR999954.1" 2000001 4000000 4 0.9125 7379297 0.846930733 0.344298 "Autosome" 0.406542859028441 5601 1173 425 19 246 64 749 58 58 733887 220426 52020 3608 46742 17062 135692 617138 58667 2.8005 0.5865 0.2125 0.0095 0.123 0.032 0.3745 0.029 0.029 0.3669435 0.110213 0.02601 0.001804 0.023371 0.008531 0.067846 0.308569 0.0293335
"222" "LR999954.1" 4000001 6000000 3 2.39 7379297 0 0.348224 "Autosome" 0.677571386542648 6166 1356 423 8 267 69 826 28 28 790988 249430 43634 1644 44003 10674 151415 289245 34328 3.083 0.678 0.2115 0.004 0.1335 0.0345 0.413 0.014 0.014 0.395494 0.124715 0.021817 0.000822 0.0220015 0.005337 0.0757075 0.1446225 0.017164
"223" "LR999954.1" 6000001 7379297 0 NA 7379297 NA 0.359909 "Autosome" 0.906542859028441 3705 731 282 20 125 48 547 36 36 497784 134794 39154 3954 32089 14323 114498 457463 45237 2.68615098851081 0.529980127557734 0.204451978072888 0.0145001402888573 0.0906258768053581 0.0348003366932575 0.396578836900247 0.0261002525199431 0.0261002525199431 0.360896891677427 0.0977265955048115 0.0283869246434959 0.00286667773510709 0.0232647500864571 0.0103842754678652 0.0830118531396791 0.331663883848076 0.0327971423123519
"224" "LR999955.1" 1 2000000 1 6.42 6166334 NA 0.362958 "Autosome" 0.162170991710796 6349 1315 556 57 217 137 920 66 66 870302 237488 67270 9065 42063 33788 182981 627360 66336 3.1745 0.6575 0.278 0.0285 0.1085 0.0685 0.46 0.033 0.033 0.435151 0.118744 0.033635 0.0045325 0.0210315 0.016894 0.0914905 0.31368 0.033168
"225" "LR999955.1" 2000001 4000000 7 5.262857143 6166334 1.20200824 0.359482 "Autosome" 0.486512812961478 5731 957 558 47 226 108 718 64 64 800874 170716 85522 11056 56337 36567 158743 555077 79241 2.8655 0.4785 0.279 0.0235 0.113 0.054 0.359 0.032 0.032 0.400437 0.085358 0.042761 0.005528 0.0281685 0.0182835 0.0793715 0.2775385 0.0396205
"226" "LR999955.1" 4000001 6000000 4 5.7775 6166334 4.263045664 0.356357 "Autosome" 0.810854634212159 6319 1015 475 32 199 102 668 61 61 837768 186125 59911 8074 43265 38587 136219 648368 64323 3.1595 0.5075 0.2375 0.016 0.0995 0.051 0.334 0.0305 0.0305 0.418884 0.0930625 0.0299555 0.004037 0.0216325 0.0192935 0.0681095 0.324184 0.0321615
"227" "LR999955.1" 6000001 6166334 0 NA 6166334 NA 0.384822 "Autosome" 0.986512812961478 444 15 51 7 10 24 27 0 0 84909 3572 10258 1061 7308 13809 12374 0 0 2.66932797864538 0.09017999927856 0.306611997547104 0.042083999663328 0.06011999951904 0.144287998845696 0.162323998701408 0 0 0.510472903916217 0.0214748638282011 0.0616710955066312 0.00637873194897014 0.0439356956485144 0.0830197073358423 0.0743924874048601 0 0
