"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "gene_ex_bin" "gen_feat" "count_var" "length_var" "density_var" "prop_var" "rel_pos" "pos_group"
"2176" "LR999940.1" 1 2000000 0 0 13819298 0 0.373277 "W" "1" "gains" 24 60102 0.012 0.030051 0.0723626120516397 "5"
"2177" "LR999940.1" 2000001 4000000 0 0 13819298 0 0.375773 "W" "1" "gains" 24 157767 0.012 0.0788835 0.217087763792343 "3"
"2178" "LR999940.1" 4000001 6000000 0 0 13819298 0 0.368288 "W" "1" "gains" 17 103922 0.0085 0.051961 0.361812915533047 "2"
"2179" "LR999940.1" 6000001 8000000 0 0 13819298 0 0.364058 "W" "1" "gains" 19 96552 0.0095 0.048276 0.50653806727375 "1"
"2180" "LR999940.1" 8000001 10000000 0 0 13819298 0 0.369714 "W" "1" "gains" 17 82243 0.0085 0.0411215 0.651263219014454 "2"
"2181" "LR999940.1" 10000001 12000000 0 0 13819298 0 0.365091 "W" "1" "gains" 27 121528 0.0135 0.060764 0.795988370755157 "3"
"2182" "LR999940.1" 12000001 13819298 0 0 13819298 0 0.373158 "W" "1" "gains" 24 137819 0.0131919014916743 0.0757539446533773 0.934175491403398 "5"
"2183" "LR999941.1" 1 2000000 13 9.013846154 13774036 1.40978449 0.334347 "Autosome" "1" "gains" 2 2833 0.001 0.0014165 0.0726003983146262 "5"
"2184" "LR999941.1" 2000001 4000000 12 4.800833333 13774036 1.129066053 0.328401 "Autosome" "1" "gains" 3 12257 0.0015 0.0061285 0.217801122343516 "3"
"2185" "LR999941.1" 4000001 6000000 9 3.232222222 13774036 2.831178102 0.324996 "Autosome" "1" "gains" 1 1310 5e-04 0.000655 0.363001846372407 "2"
"2186" "LR999941.1" 6000001 8000000 5 3.052 13774036 1.351321575 0.325381 "Autosome" "1" "gains" 3 17411 0.0015 0.0087055 0.508202570401297 "1"
"2187" "LR999941.1" 8000001 10000000 10 1.76 13774036 0.425754233 0.322799 "Autosome" "1" "gains" 2 2723 0.001 0.0013615 0.653403294430187 "2"
"2188" "LR999941.1" 10000001 12000000 4 2.9125 13774036 0.709712383 0.325976 "Autosome" "1" "gains" 2 5434 0.001 0.002717 0.798604018459078 "3"
"2189" "LR999941.1" 12000001 13774036 6 1.37 13774036 0.996373424 0.341165 "Autosome" "1" "gains" 3 26713 0.00169105925697111 0.0150577553104898 0.935602208386852 "5"
"2190" "LR999942.1" 1 2000000 8 3.63875 13550656 3.378750562 0.337422 "Autosome" "1" "gains" 2 14112 0.001 0.007056 0.0737972021428335 "5"
"2191" "LR999942.1" 2000001 4000000 6 3.745 13550656 0.89103872 0.331106 "Autosome" "1" "gains" 3 5559 0.0015 0.0027795 0.221391532631335 "3"
"2192" "LR999942.1" 4000001 6000000 13 4.073076923 13550656 1.456968226 0.325684 "Autosome" "1" "gains" 1 5912 5e-04 0.002956 0.368985863119837 "2"
"2193" "LR999942.1" 6000001 8000000 12 0.610833333 13550656 0.816015356 0.31927 "Autosome" "1" "gains" 2 11295 0.001 0.0056475 0.516580193608339 "1"
"2194" "LR999942.1" 8000001 10000000 5 5.562 13550656 0.77370537 0.327381 "Autosome" "1" "gains" 2 10756 0.001 0.005378 0.664174524096841 "2"
"2195" "LR999942.1" 10000001 12000000 8 4.72625 13550656 0.16715583 0.33404 "Autosome" "1" "gains" 17 45470 0.0085 0.022735 0.811768854585343 "4"
"2196" "LR999942.1" 12000001 13550656 8 3.0675 13550656 2.153726007 0.343497 "Autosome" "0" "gains" 0 0 0 0 0.942783028364088 "5"
"2197" "LR999943.1" 1 2000000 9 2.692222222 13236624 1.136659335 0.344968 "Autosome" "0" "gains" 0 0 0 0 0.0755480022700652 "5"
"2198" "LR999943.1" 2000001 4000000 4 3.115 13236624 0.152424845 0.328371 "Autosome" "1" "gains" 1 255 5e-04 0.0001275 0.226643931262231 "3"
"2199" "LR999943.1" 4000001 6000000 9 2.602222222 13236624 0.788999014 0.325788 "Autosome" "1" "gains" 1 1474 5e-04 0.000737 0.377739860254397 "2"
"2200" "LR999943.1" 6000001 8000000 10 5.358 13236624 0.635256729 0.320642 "Autosome" "1" "gains" 6 13127 0.003 0.0065635 0.528835789246563 "1"
"2201" "LR999943.1" 8000001 10000000 11 3.914545455 13236624 0.619328082 0.326297 "Autosome" "0" "gains" 0 0 0 0 0.679931718238729 "2"
"2202" "LR999943.1" 10000001 12000000 3 1.9 13236624 0.370270172 0.329942 "Autosome" "1" "gains" 1 716 5e-04 0.000358 0.831027647230895 "4"
"2203" "LR999943.1" 12000001 13236624 3 13.13 13236624 4.13960143 0.3394 "Autosome" "1" "gains" 1 710 0.000808653236553714 0.000574143797953137 0.95328782475048 "5"
"2204" "LR999944.1" 1 2000000 4 0 12933853 0 0.349288 "Autosome" "1" "gains" 2 5650 0.001 0.002825 0.077316519679016 "5"
"2205" "LR999944.1" 2000001 4000000 5 5.154 12933853 0.756723199 0.335411 "Autosome" "1" "gains" 1 1241 5e-04 0.0006205 0.231949481720567 "3"
"2206" "LR999944.1" 4000001 6000000 5 4.918 12933853 1.5920804 0.327038 "Autosome" "1" "gains" 1 1334 5e-04 0.000667 0.386582443762118 "2"
"2207" "LR999944.1" 6000001 8000000 10 3.03 12933853 0.975625156 0.335956 "Autosome" "1" "gains" 2 1714 0.001 0.000857 0.541215405803669 "1"
"2208" "LR999944.1" 8000001 10000000 11 6.79 12933853 0.709492777 0.330133 "Autosome" "0" "gains" 0 0 0 0 0.69584836784522 "2"
"2209" "LR999944.1" 10000001 12000000 5 4.728 12933853 0.440249929 0.340062 "Autosome" "1" "gains" 7 48942 0.0035 0.024471 0.850481329886771 "4"
"2210" "LR999944.1" 12000001 12933853 3 4.076666667 12933853 0.518684233 0.344186 "Autosome" "1" "gains" 1 1104 0.00107083234727521 0.00118219891139184 0.963898924782893 "5"
"2211" "LR999945.1" 1 2000000 9 5.312222222 12861081 1.782300324 0.349962 "Autosome" "1" "gains" 6 31459 0.003 0.0157295 0.0777540006162779 "5"
"2212" "LR999945.1" 2000001 4000000 12 7.8825 12861081 0.867306436 0.337695 "Autosome" "1" "gains" 1 314 5e-04 0.000157 0.233261924094872 "3"
"2213" "LR999945.1" 4000001 6000000 16 5.634375 12861081 2.480386983 0.324908 "Autosome" "1" "gains" 2 6585 0.001 0.0032925 0.388769847573466 "2"
"2214" "LR999945.1" 6000001 8000000 5 3.58 12861081 1.286604057 0.32947 "Autosome" "1" "gains" 2 8928 0.001 0.004464 0.54427777105206 "1"
"2215" "LR999945.1" 8000001 10000000 5 4.194 12861081 1.096827243 0.333136 "Autosome" "1" "gains" 2 3259 0.001 0.0016295 0.699785694530654 "2"
"2216" "LR999945.1" 10000001 12000000 9 5.054444444 12861081 0.629982363 0.327318 "Autosome" "1" "gains" 2 3319 0.001 0.0016595 0.855293618009248 "4"
"2217" "LR999945.1" 12000001 12861081 4 1.885 12861081 0.43 0.342283 "Autosome" "1" "gains" 2 11644 0.00232266186340193 0.0135225373687261 0.966523809312763 "5"
"2218" "LR999946.1" 1 2000000 9 4.757777778 12594674 0.234881767 0.369426 "Autosome" "1" "gains" 3 17315 0.0015 0.0086575 0.0793986807439399 "5"
"2219" "LR999946.1" 2000001 4000000 4 4.56 12594674 0.554256258 0.333687 "Autosome" "1" "gains" 2 1950 0.001 0.000975 0.238195962833179 "3"
"2220" "LR999946.1" 4000001 6000000 9 5.333333333 12594674 1.160032327 0.328809 "Autosome" "1" "gains" 2 9370 0.001 0.004685 0.396993244922417 "2"
"2221" "LR999946.1" 6000001 8000000 9 2.056666667 12594674 1.803378773 0.322374 "Autosome" "1" "gains" 1 7629 5e-04 0.0038145 0.555790527011656 "1"
"2222" "LR999946.1" 8000001 10000000 17 2.898235294 12594674 0.288968755 0.323865 "Autosome" "1" "gains" 2 2937 0.001 0.0014685 0.714587809100895 "3"
"2223" "LR999946.1" 10000001 12000000 2 0 12594674 0 0.32677 "Autosome" "0" "gains" 0 0 0 0 0.873385091190133 "4"
"2224" "LR999946.1" 12000001 12594674 2 0 12594674 0 0.344424 "Autosome" "1" "gains" 1 2333 0.00168159361263482 0.00392315789827704 0.976391885967037 "5"
"2225" "LR999947.1" 1 2000000 4 3.77 11704087 0.9 0.341985 "Autosome" "1" "gains" 3 58893 0.0015 0.0294465 0.0854402825269498 "5"
"2226" "LR999947.1" 2000001 4000000 11 5.204545455 11704087 1.503970503 0.334886 "Autosome" "1" "gains" 2 1111 0.001 0.0005555 0.25632076214061 "3"
"2227" "LR999947.1" 4000001 6000000 6 4.753333333 11704087 2.589591988 0.327668 "Autosome" "1" "gains" 20 56899 0.01 0.0284495 0.427201241754269 "1"
"2228" "LR999947.1" 6000001 8000000 12 3.8725 11704087 2.91191947 0.332507 "Autosome" "1" "gains" 3 4158 0.0015 0.002079 0.598081721367929 "1"
"2229" "LR999947.1" 8000001 10000000 3 2.09 11704087 0.502294734 0.331353 "Autosome" "1" "gains" 4 8873 0.002 0.0044365 0.768962200981589 "3"
"2230" "LR999947.1" 10000001 11704087 4 0 11704087 0 0.339444 "Autosome" "1" "gains" 2 18741 0.00117364899796783 0.0109976779354575 0.927201241754269 "5"
"2231" "LR999948.1" 1 2000000 6 5.871666667 11326783 0.72763773 0.356239 "Autosome" "1" "gains" 1 746 5e-04 0.000373 0.0882863651576975 "5"
"2232" "LR999948.1" 2000001 4000000 5 4.55 11326783 1.30510536 0.336686 "Autosome" "1" "gains" 6 69585 0.003 0.0347925 0.264859007186771 "3"
"2233" "LR999948.1" 4000001 6000000 7 3.661428571 11326783 0.985857133 0.327785 "Autosome" "1" "gains" 1 5055 5e-04 0.0025275 0.441431649215845 "1"
"2234" "LR999948.1" 6000001 8000000 8 4.27125 11326783 0.623089938 0.325328 "Autosome" "0" "gains" 0 0 0 0 0.618004291244919 "2"
"2235" "LR999948.1" 8000001 10000000 4 0.7275 11326783 0.548718203 0.336587 "Autosome" "1" "gains" 5 10143 0.0025 0.0050715 0.794576933273993 "3"
"2236" "LR999948.1" 10000001 11326783 2 1.225 11326783 0.16263456 0.34841 "Autosome" "1" "gains" 1 818 0.000753702753200787 0.000616528852118244 0.941431649215845 "5"
"2237" "LR999949.1" 1 2000000 5 1.938 11199261 0.908223541 0.364682 "Autosome" "1" "gains" 3 5179 0.0015 0.0025895 0.0892916505830161 "5"
"2238" "LR999949.1" 2000001 4000000 7 2.864285714 11199261 1.800730011 0.333807 "Autosome" "1" "gains" 2 27102 0.001 0.013551 0.267874862457443 "3"
"2239" "LR999949.1" 4000001 6000000 8 4.46 11199261 0.546443044 0.331168 "Autosome" "1" "gains" 3 10467 0.0015 0.0052335 0.446458074331869 "1"
"2240" "LR999949.1" 6000001 8000000 5 3.556 11199261 0.403150096 0.34672 "Autosome" "1" "gains" 5 5686 0.0025 0.002843 0.625041286206295 "2"
"2241" "LR999949.1" 8000001 10000000 4 9.75 11199261 4.020049751 0.344896 "Autosome" "1" "gains" 2 13487 0.001 0.0067435 0.803624498080722 "4"
"2242" "LR999949.1" 10000001 11199261 1 NA 11199261 NA 0.35407 "Autosome" "1" "gains" 1 1399 0.000833846844014772 0.00116655173477667 0.946458074331869 "5"
"2243" "LR999950.1" 1 2000000 6 2.831666667 9960137 1.260006614 0.345187 "Autosome" "1" "gains" 3 10163 0.0015 0.0050815 0.100400275618699 "4"
"2244" "LR999950.1" 2000001 4000000 15 6.82 9960137 1.6634946 0.334746 "Autosome" "1" "gains" 6 35536 0.003 0.017768 0.301200726455871 "2"
"2245" "LR999950.1" 4000001 6000000 11 5.115454545 9960137 2.571246249 0.331243 "Autosome" "0" "gains" 0 0 0 0 0.502001177293043 "1"
"2246" "LR999950.1" 6000001 8000000 8 8.44375 9960137 1.8714848 0.327026 "Autosome" "1" "gains" 2 6674 0.001 0.003337 0.702801628130216 "3"
"2247" "LR999950.1" 8000001 9960137 11 1.113636364 9960137 0.188003868 0.341348 "Autosome" "1" "gains" 1 3187 0.000510168421901122 0.00162590676059888 0.901600951874457 "5"
"2248" "LR999951.1" 1 2000000 13 6.048461538 9839934 1.323510774 0.33768 "Autosome" "1" "gains" 2 5436 0.001 0.002718 0.101626748715997 "4"
"2249" "LR999951.1" 2000001 4000000 8 5.1975 9839934 0.395898616 0.3379 "Autosome" "1" "gains" 2 2682 0.001 0.001341 0.304880144521295 "2"
"2250" "LR999951.1" 4000001 6000000 10 6.805 9839934 1.190165721 0.33347 "Autosome" "1" "gains" 4 15610 0.002 0.007805 0.508133540326592 "1"
"2251" "LR999951.1" 6000001 8000000 0 NA 9839934 NA 0.338847 "Autosome" "1" "gains" 1 1070 5e-04 0.000535 0.711386936131889 "3"
"2252" "LR999951.1" 8000001 9839934 0 NA 9839934 NA 0.343851 "Autosome" "1" "gains" 1 818 0.000543497755897766 0.000444581164324373 0.906506842423943 "5"
"2253" "LR999952.1" 1 2000000 3 4.266666667 8262369 0.06350853 0.371514 "Autosome" "1" "gains" 3 25324 0.0015 0.012662 0.121030723754894 "4"
"2254" "LR999952.1" 2000001 4000000 8 4.3175 8262369 2.013233008 0.336376 "Autosome" "0" "gains" 0 0 0 0 0.363092050234019 "2"
"2255" "LR999952.1" 4000001 6000000 5 2.306 8262369 0.949199663 0.338948 "Autosome" "1" "gains" 5 25699 0.0025 0.0128495 0.605153376713144 "2"
"2256" "LR999952.1" 6000001 8000000 4 1.52 8262369 0 0.346215 "Autosome" "1" "gains" 4 11879 0.002 0.0059395 0.847214703192268 "4"
"2257" "LR999952.1" 8000001 8262369 0 NA 8262369 NA 0.39268 "Autosome" "0" "gains" 0 0 0 0 0.984122713473581 "5"
"2258" "LR999953.1" 1 2000000 5 5.328 8178468 1.446070538 0.358142 "Autosome" "0" "gains" 0 0 0 0 0.122272349784825 "4"
"2259" "LR999953.1" 2000001 4000000 5 2.262 8178468 1.570245204 0.363925 "Autosome" "1" "gains" 10 42998 0.005 0.021499 0.366816927082187 "2"
"2260" "LR999953.1" 4000001 6000000 6 10.83 8178468 0 0.358333 "Autosome" "1" "gains" 9 31948 0.0045 0.015974 0.611361504379549 "2"
"2261" "LR999953.1" 6000001 8000000 4 10.83 8178468 0 0.360406 "Autosome" "1" "gains" 6 60202 0.003 0.030101 0.855906081676911 "4"
"2262" "LR999953.1" 8000001 8178468 0 NA 8178468 NA 0.364782 "Autosome" "1" "gains" 1 4048 0.00560324539973553 0.0226819373781294 0.989089215730868 "5"
"2263" "LR999954.1" 1 2000000 3 15.06 7379297 0 0.352387 "Autosome" "1" "gains" 1 458 5e-04 0.000229 0.135514331514235 "4"
"2264" "LR999954.1" 2000001 4000000 4 0.9125 7379297 0.846930733 0.344298 "Autosome" "1" "gains" 8 70345 0.004 0.0351725 0.406542859028441 "1"
"2265" "LR999954.1" 4000001 6000000 3 2.39 7379297 0 0.348224 "Autosome" "0" "gains" 0 0 0 0 0.677571386542648 "2"
"2266" "LR999954.1" 6000001 7379297 0 NA 7379297 NA 0.359909 "Autosome" "1" "gains" 4 19990 0.00290002805777146 0.0144928902187129 0.906542859028441 "5"
"2267" "LR999955.1" 1 2000000 1 6.42 6166334 NA 0.362958 "Autosome" "1" "gains" 2 6811 0.001 0.0034055 0.162170991710796 "4"
"2268" "LR999955.1" 2000001 4000000 7 5.262857143 6166334 1.20200824 0.359482 "Autosome" "1" "gains" 2 11134 0.001 0.005567 0.486512812961478 "1"
"2269" "LR999955.1" 4000001 6000000 4 5.7775 6166334 4.263045664 0.356357 "Autosome" "1" "gains" 1 13663 5e-04 0.0068315 0.810854634212159 "4"
"2270" "LR999955.1" 6000001 6166334 0 NA 6166334 NA 0.384822 "Autosome" "0" "gains" 0 0 0 0 0.986512812961478 "5"
"2271" "LR999924.1" 1 2000000 11 1.3 17040296 0.339882333 0.357385 "Z" "1" "simple" 645 29499 0.3225 0.0147495 0.0586844559507652 "5"
"2272" "LR999924.1" 2000001 4000000 15 4.864666667 17040296 1.966831631 0.323664 "Z" "0" "simple" 644 26446 0.322 0.013223 0.176053309167869 "4"
"2273" "LR999924.1" 4000001 6000000 13 5.563076923 17040296 2.52030218 0.320664 "Z" "1" "simple" 690 28704 0.345 0.014352 0.293422162384973 "3"
"2274" "LR999924.1" 6000001 8000000 18 2.039444444 17040296 0.245847208 0.320596 "Z" "1" "simple" 667 27747 0.3335 0.0138735 0.410791015602076 "1"
"2275" "LR999924.1" 8000001 10000000 18 2.612777778 17040296 0.277738886 0.31786 "Z" "1" "simple" 683 28071 0.3415 0.0140355 0.52815986881918 "1"
"2276" "LR999924.1" 10000001 12000000 9 1.642222222 17040296 0.225043206 0.318933 "Z" "0" "simple" 713 30346 0.3565 0.015173 0.645528722036284 "2"
"2277" "LR999924.1" 12000001 14000000 18 2.061111111 17040296 0.159775169 0.318563 "Z" "1" "simple" 703 29402 0.3515 0.014701 0.762897575253388 "3"
"2278" "LR999924.1" 14000001 16000000 3 3.646666667 17040296 0.38682468 0.325422 "Z" "1" "simple" 648 27555 0.324 0.0137775 0.880266428470491 "4"
"2279" "LR999924.1" 16000001 17040296 9 0.54 17040296 0 0.346551 "Z" "0" "simple" 306 12344 0.294147050454871 0.0118658535647546 0.969475442210628 "5"
"2280" "LR999925.1" 1 2000000 4 3.3575 16607008 0.475 0.335227 "Autosome" "1" "simple" 654 25670 0.327 0.012835 0.0602155728473184 "5"
"2281" "LR999925.1" 2000001 4000000 12 5.881666667 16607008 0.465790303 0.326583 "Autosome" "1" "simple" 629 27289 0.3145 0.0136445 0.180646658326413 "4"
"2282" "LR999925.1" 4000001 6000000 16 4.909375 16607008 1.50785264 0.323858 "Autosome" "1" "simple" 690 30396 0.345 0.015198 0.301077743805507 "2"
"2283" "LR999925.1" 6000001 8000000 12 2.006666667 16607008 0.154645244 0.324281 "Autosome" "0" "simple" 624 26261 0.312 0.0131305 0.421508829284601 "1"
"2284" "LR999925.1" 8000001 10000000 12 1.670833333 16607008 0.724298511 0.317807 "Autosome" "0" "simple" 671 29341 0.3355 0.0146705 0.541939914763695 "1"
"2285" "LR999925.1" 10000001 12000000 6 2.383333333 16607008 1.427524664 0.325742 "Autosome" "1" "simple" 735 31182 0.3675 0.015591 0.662371000242789 "2"
"2286" "LR999925.1" 12000001 14000000 17 3.302352941 16607008 1.077308738 0.323169 "Autosome" "1" "simple" 673 28446 0.3365 0.014223 0.782802085721883 "3"
"2287" "LR999925.1" 14000001 16000000 12 0.820833333 16607008 0.241000126 0.330759 "Autosome" "1" "simple" 688 28844 0.344 0.014422 0.903233171200977 "5"
"2288" "LR999925.1" 16000001 16607008 2 1.09 16607008 0.212132034 0.354608 "Autosome" "0" "simple" 199 8754 0.327837524381886 0.0144215562233117 0.981724372024148 "5"
"2289" "LR999926.1" 1 2000000 7 1.834285714 16362069 1.861243824 0.343466 "Autosome" "1" "simple" 681 32259 0.3405 0.0161295 0.0611169956562339 "5"
"2290" "LR999926.1" 2000001 4000000 11 2.250909091 16362069 1.61022641 0.330335 "Autosome" "1" "simple" 676 27892 0.338 0.013946 0.183350925851737 "4"
"2291" "LR999926.1" 4000001 6000000 14 0.963571429 16362069 1.427157515 0.322006 "Autosome" "1" "simple" 696 29402 0.348 0.014701 0.30558485604724 "2"
"2292" "LR999926.1" 6000001 8000000 14 1.767142857 16362069 1.447004484 0.327111 "Autosome" "1" "simple" 692 29450 0.346 0.014725 0.427818786242742 "1"
"2293" "LR999926.1" 8000001 10000000 8 4.695 16362069 0.958540557 0.328157 "Autosome" "1" "simple" 654 27851 0.327 0.0139255 0.550052716438245 "1"
"2294" "LR999926.1" 10000001 12000000 10 2.482 16362069 0.19395303 0.33031 "Autosome" "1" "simple" 712 29575 0.356 0.0147875 0.672286646633748 "2"
"2295" "LR999926.1" 12000001 14000000 5 2.84 16362069 0.293428015 0.335146 "Autosome" "0" "simple" 704 28957 0.352 0.0144785 0.794520576829251 "3"
"2296" "LR999926.1" 14000001 16000000 7 1.225714286 16362069 1.235244337 0.33011 "Autosome" "0" "simple" 626 25645 0.313 0.0128225 0.916754507024753 "5"
"2297" "LR999926.1" 16000001 16362069 3 0 16362069 0 0.361437 "Autosome" "0" "simple" 130 5905 0.359047584852611 0.0163090460658051 0.988935751340494 "5"
"2298" "LR999927.1" 1 2000000 3 1.966666667 16090551 0.548482756 0.373176 "Autosome" "1" "simple" 656 31302 0.328 0.015651 0.06214830679198 "5"
"2299" "LR999927.1" 2000001 4000000 2 1.47 16090551 2.078893937 0.332586 "Autosome" "1" "simple" 632 26964 0.316 0.013482 0.186444858227664 "4"
"2300" "LR999927.1" 4000001 6000000 4 1.58 16090551 0.215870331 0.322847 "Autosome" "1" "simple" 675 28570 0.3375 0.014285 0.310741409663348 "2"
"2301" "LR999927.1" 6000001 8000000 10 2.04 16090551 0.114406682 0.312304 "Autosome" "1" "simple" 632 27106 0.316 0.013553 0.435037961099033 "1"
"2302" "LR999927.1" 8000001 10000000 24 1.898333333 16090551 0.537738151 0.320019 "Autosome" "1" "simple" 653 27695 0.3265 0.0138475 0.559334512534717 "1"
"2303" "LR999927.1" 10000001 12000000 18 3.549444444 16090551 2.003110734 0.320206 "Autosome" "0" "simple" 659 27614 0.3295 0.013807 0.683631063970401 "2"
"2304" "LR999927.1" 12000001 14000000 13 7.354615385 16090551 1.748154338 0.323384 "Autosome" "1" "simple" 623 26217 0.3115 0.0131085 0.807927615406085 "4"
"2305" "LR999927.1" 14000001 16000000 12 3.843333333 16090551 1.755046404 0.33842 "Autosome" "1" "simple" 654 26128 0.327 0.013064 0.932224166841769 "5"
"2306" "LR999927.1" 16000001 16090551 0 NA 16090551 NA 0.410233 "Autosome" "0" "simple" 38 5011 0.41965301321907 0.0553389802431779 0.997186236816875 "5"
"2307" "LR999928.1" 1 2000000 10 1.584 16000791 1.019239368 0.337216 "Autosome" "1" "simple" 662 27053 0.331 0.0135265 0.0624969415574518 "5"
"2308" "LR999928.1" 2000001 4000000 11 2.951818182 16000791 0.732267959 0.325036 "Autosome" "1" "simple" 653 27304 0.3265 0.013652 0.187490762175445 "4"
"2309" "LR999928.1" 4000001 6000000 6 4.695 16000791 0.824663568 0.323987 "Autosome" "1" "simple" 618 26556 0.309 0.013278 0.312484582793438 "2"
"2310" "LR999928.1" 6000001 8000000 11 1.297272727 16000791 0.490858247 0.324204 "Autosome" "0" "simple" 657 28763 0.3285 0.0143815 0.437478403411431 "1"
"2311" "LR999928.1" 8000001 10000000 9 1.873333333 16000791 1.017877694 0.322981 "Autosome" "1" "simple" 638 26974 0.319 0.013487 0.562472224029425 "1"
"2312" "LR999928.1" 10000001 12000000 12 5.4325 16000791 2.521893679 0.322307 "Autosome" "1" "simple" 664 27681 0.332 0.0138405 0.687466044647418 "2"
"2313" "LR999928.1" 12000001 14000000 8 6.73 16000791 3.416435068 0.325651 "Autosome" "0" "simple" 676 27763 0.338 0.0138815 0.812459865265411 "4"
"2314" "LR999928.1" 14000001 16000000 10 2.88 16000791 0.69988888 0.33514 "Autosome" "1" "simple" 618 26290 0.309 0.013145 0.937453685883404 "5"
"2315" "LR999928.1" 16000001 16000791 0 NA 16000791 NA 0.379267 "Autosome" "0" "simple" 0 0 0 0 0.999975313720428 "5"
"2316" "LR999929.1" 1 2000000 3 0.88 15952094 0.22627417 0.337126 "Autosome" "1" "simple" 665 28353 0.3325 0.0141765 0.062687726138023 "5"
"2317" "LR999929.1" 2000001 4000000 6 4.31 15952094 2.577339714 0.33066 "Autosome" "1" "simple" 657 27809 0.3285 0.0139045 0.188063115726374 "4"
"2318" "LR999929.1" 4000001 6000000 10 1.997 15952094 0.869866529 0.322365 "Autosome" "1" "simple" 662 27908 0.331 0.013954 0.313438505314725 "2"
"2319" "LR999929.1" 6000001 8000000 11 5.637272727 15952094 1.474090166 0.321537 "Autosome" "1" "simple" 682 28677 0.341 0.0143385 0.438813894903077 "1"
"2320" "LR999929.1" 8000001 10000000 9 0.575555556 15952094 0.518823455 0.321394 "Autosome" "1" "simple" 688 28975 0.344 0.0144875 0.564189284491428 "1"
"2321" "LR999929.1" 10000001 12000000 5 2.516 15952094 1.052154932 0.330909 "Autosome" "1" "simple" 634 26824 0.317 0.013412 0.689564674079779 "2"
"2322" "LR999929.1" 12000001 14000000 7 1.7 15952094 1.296546695 0.327603 "Autosome" "1" "simple" 708 29672 0.354 0.014836 0.81494006366813 "4"
"2323" "LR999929.1" 14000001 15952094 7 4.558571429 15952094 0.530359267 0.343727 "Autosome" "0" "simple" 662 28061 0.339123013543405 0.0143748200650174 0.938813894903077 "5"
"2324" "LR999930.1" 1 2000000 9 0.62 15715213 0.605784615 0.332994 "Autosome" "1" "simple" 660 28151 0.33 0.0140755 0.0636326405502744 "5"
"2325" "LR999930.1" 2000001 4000000 7 1.742857143 15715213 0.553314687 0.31773 "Autosome" "1" "simple" 600 26853 0.3 0.0134265 0.190897858018215 "4"
"2326" "LR999930.1" 4000001 6000000 3 0.55 15715213 0.507444578 0.321131 "Autosome" "1" "simple" 699 29570 0.3495 0.014785 0.318163075486155 "2"
"2327" "LR999930.1" 6000001 8000000 7 2.99 15715213 1.720959035 0.313787 "Autosome" "1" "simple" 685 29839 0.3425 0.0149195 0.445428292954095 "1"
"2328" "LR999930.1" 8000001 10000000 6 3.146666667 15715213 1.722018196 0.318904 "Autosome" "1" "simple" 730 31203 0.365 0.0156015 0.572693510422035 "1"
"2329" "LR999930.1" 10000001 12000000 7 4.088571429 15715213 2.172214144 0.324445 "Autosome" "1" "simple" 669 27218 0.3345 0.013609 0.699958727889975 "2"
"2330" "LR999930.1" 12000001 14000000 11 6.585454545 15715213 1.932068134 0.334594 "Autosome" "1" "simple" 701 29156 0.3505 0.014578 0.827223945357915 "4"
"2331" "LR999930.1" 14000001 15715213 6 1.085 15715213 1.230280456 0.339553 "Autosome" "0" "simple" 558 22570 0.32532402681183 0.0131587155647724 0.945428292954095 "5"
"2332" "LR999931.1" 1 2000000 7 1.631428571 15572524 1.114800858 0.344759 "Autosome" "1" "simple" 636 30921 0.318 0.0154605 0.0642156981103384 "5"
"2333" "LR999931.1" 2000001 4000000 9 6.885555556 15572524 1.810629111 0.330118 "Autosome" "0" "simple" 659 27052 0.3295 0.013526 0.192647030115349 "4"
"2334" "LR999931.1" 4000001 6000000 7 5.412857143 15572524 3.053040639 0.328829 "Autosome" "0" "simple" 594 25623 0.297 0.0128115 0.32107836212036 "2"
"2335" "LR999931.1" 6000001 8000000 6 3.881666667 15572524 1.924218456 0.323777 "Autosome" "0" "simple" 676 29564 0.338 0.014782 0.449509694125371 "1"
"2336" "LR999931.1" 8000001 10000000 14 1.886428571 15572524 0.620342426 0.323491 "Autosome" "0" "simple" 661 28220 0.3305 0.01411 0.577941026130382 "1"
"2337" "LR999931.1" 10000001 12000000 7 1.76 15572524 1.307465742 0.328862 "Autosome" "1" "simple" 659 28682 0.3295 0.014341 0.706372358135393 "3"
"2338" "LR999931.1" 12000001 14000000 17 0.461176471 15572524 0.250671158 0.325357 "Autosome" "1" "simple" 642 26376 0.321 0.013188 0.834803690140404 "4"
"2339" "LR999931.1" 14000001 15572524 6 1.85 15572524 0 0.338565 "Autosome" "1" "simple" 509 21962 0.323683454115804 0.0139660825526351 0.949509694125371 "5"
"2340" "LR999932.1" 1 2000000 7 11.71142857 15426761 1.490004794 0.336339 "Autosome" "1" "simple" 664 27971 0.332 0.0139855 0.0648224536569925 "5"
"2341" "LR999932.1" 2000001 4000000 6 4.566666667 15426761 1.561661508 0.339295 "Autosome" "0" "simple" 661 27494 0.3305 0.013747 0.194467296148556 "4"
"2342" "LR999932.1" 4000001 6000000 4 2.2625 15426761 2.615509829 0.328986 "Autosome" "0" "simple" 730 32033 0.365 0.0160165 0.32411213864012 "2"
