"row.names" "chrom" "begin" "end" "count_rpt" "length_rpt" "count_SINE" "length_SINE" "count_DNA" "length_DNA" "count_TcM" "length_TcM" "count_LINE" "length_LINE" "count_LTR" "length_LTR" "count_nonLTR" "length_nonLTR" "count_simple" "length_simple" "count_gene" "length_gene" "count_gene_ex" "length_gene_ex" "chr_type" "gene_ex_bin"
"3816" "53" "LR999950.1" 5300000 5400000 172 19442 28 5158 12 2064 0 0 2 212 2 184 10 3012 51 2339 0 0 0 0 "Autosome" "0"
"3817" "54" "LR999950.1" 5400000 5500000 194 23644 52 9023 15 2870 2 892 9 1746 3 228 19 2501 31 1209 0 0 0 0 "Autosome" "0"
"3818" "55" "LR999950.1" 5500000 5600000 229 32413 62 10263 18 4274 4 1916 7 2549 2 130 27 6768 38 1412 0 0 0 0 "Autosome" "0"
"3819" "56" "LR999950.1" 5600000 5700000 203 36167 51 9429 11 1274 1 233 15 7266 1 74 28 9835 30 1033 0 0 0 0 "Autosome" "0"
"3820" "57" "LR999950.1" 5700000 5800000 148 15307 28 4912 14 984 0 0 5 795 0 0 5 597 19 702 0 0 0 0 "Autosome" "0"
"3821" "58" "LR999950.1" 5800000 5900000 157 17579 37 6985 5 540 0 0 5 830 1 56 17 1771 24 982 0 0 0 0 "Autosome" "0"
"3822" "59" "LR999950.1" 5900000 6e+06 193 20026 30 5377 20 2220 0 0 5 922 1 98 10 1511 37 1550 0 0 0 0 "Autosome" "0"
"3823" "60" "LR999950.1" 6e+06 6100000 164 21000 35 6573 8 678 0 0 6 1122 5 3279 17 2730 45 1657 2 11860 0 0 "Autosome" "0"
"3824" "61" "LR999950.1" 6100000 6200000 254 34763 35 6064 23 5374 1 400 11 1634 2 630 17 5645 28 1153 0 0 1 2583 "Autosome" "1"
"3825" "62" "LR999950.1" 6200000 6300000 147 16109 24 4359 6 408 0 0 3 331 2 138 19 3976 31 1348 2 26640 0 0 "Autosome" "0"
"3826" "63" "LR999950.1" 6300000 6400000 109 10509 17 2607 9 1744 0 0 2 324 2 106 12 1233 25 930 1 2111 0 0 "Autosome" "0"
"3827" "64" "LR999950.1" 6400000 6500000 162 17938 47 7484 10 865 0 0 8 961 1 93 15 2590 25 1137 0 0 0 0 "Autosome" "0"
"3828" "65" "LR999950.1" 6500000 6600000 172 19255 30 4798 9 993 3 242 12 1338 4 619 16 3426 31 1397 1 7958 0 0 "Autosome" "0"
"3829" "66" "LR999950.1" 6600000 6700000 217 24599 39 7347 18 2629 0 0 11 1531 2 148 26 2899 44 2071 6 28456 0 0 "Autosome" "0"
"3830" "67" "LR999950.1" 6700000 6800000 131 14425 21 4504 8 729 0 0 9 1133 0 0 11 1866 32 1488 4 22134 0 0 "Autosome" "0"
"3831" "68" "LR999950.1" 6800000 6900000 216 25028 29 4990 12 2075 0 0 15 2958 4 797 18 3050 42 1777 0 0 1 4091 "Autosome" "1"
"3832" "69" "LR999950.1" 6900000 7e+06 219 24703 45 8442 11 800 0 0 17 2175 5 400 22 3305 38 1611 0 0 0 0 "Autosome" "0"
"3833" "70" "LR999950.1" 7e+06 7100000 174 25484 30 5835 12 1358 0 0 11 4595 0 0 18 5318 41 1836 3 12542 0 0 "Autosome" "0"
"3834" "71" "LR999950.1" 7100000 7200000 192 18551 24 3117 11 652 0 0 7 1198 3 219 30 5355 47 1958 0 0 0 0 "Autosome" "0"
"3835" "72" "LR999950.1" 7200000 7300000 160 19271 36 6023 8 536 1 64 5 750 3 246 27 5996 36 1520 2 14016 0 0 "Autosome" "0"
"3836" "73" "LR999950.1" 7300000 7400000 151 13730 24 4226 6 1582 1 74 7 975 0 0 11 1291 50 1924 2 5395 0 0 "Autosome" "0"
"3837" "74" "LR999950.1" 7400000 7500000 196 21471 42 7286 10 984 0 0 15 1799 2 160 28 4633 42 1793 0 0 0 0 "Autosome" "0"
"3838" "75" "LR999950.1" 7500000 7600000 207 22246 45 8302 12 1307 0 0 7 837 4 366 29 3356 33 1409 0 0 0 0 "Autosome" "0"
"3839" "76" "LR999950.1" 7600000 7700000 146 19187 33 6067 7 553 0 0 4 655 5 4344 13 1901 39 1743 4 19198 0 0 "Autosome" "0"
"3840" "77" "LR999950.1" 7700000 7800000 192 24368 29 5726 19 1672 0 0 9 4135 1 96 24 4604 48 1767 1 2217 0 0 "Autosome" "0"
"3841" "78" "LR999950.1" 7800000 7900000 178 23693 31 6094 16 1379 0 0 12 2487 2 85 29 6238 44 1816 5 20107 0 0 "Autosome" "0"
"3842" "79" "LR999950.1" 7900000 8e+06 150 24224 18 4098 12 1324 2 587 6 812 10 5141 13 4525 28 1304 5 36173 0 0 "Autosome" "0"
"3843" "80" "LR999950.1" 8e+06 8100000 164 20748 21 4084 16 2474 0 0 3 373 1 89 9 4815 40 1689 1 7076 1 3187 "Autosome" "1"
"3844" "81" "LR999950.1" 8100000 8200000 222 22518 38 6078 17 2638 0 0 9 728 6 783 20 2138 44 1865 4 16395 0 0 "Autosome" "0"
"3845" "82" "LR999950.1" 8200000 8300000 208 31708 37 7041 18 4417 0 0 17 1723 2 240 24 8681 34 1288 1 37998 0 0 "Autosome" "0"
"3846" "83" "LR999950.1" 8300000 8400000 171 19999 37 5756 4 409 1 58 7 1273 3 313 27 5170 31 1028 3 16885 0 0 "Autosome" "0"
"3847" "84" "LR999950.1" 8400000 8500000 171 26015 47 8196 5 476 0 0 8 2251 3 263 28 9272 30 1317 1 11250 0 0 "Autosome" "0"
"3848" "85" "LR999950.1" 8500000 8600000 189 21281 36 6775 7 524 1 70 3 225 4 697 27 4688 39 1364 4 27318 0 0 "Autosome" "0"
"3849" "86" "LR999950.1" 8600000 8700000 210 23181 31 4559 11 1055 0 0 8 887 1 80 29 5149 47 2223 3 26523 0 0 "Autosome" "0"
"3850" "87" "LR999950.1" 8700000 8800000 148 21652 26 4444 13 877 1 42 11 4036 1 88 22 5407 23 1166 5 24452 0 0 "Autosome" "0"
"3851" "88" "LR999950.1" 8800000 8900000 276 38453 45 7089 22 3184 1 58 22 2292 1 81 46 14089 34 1358 0 0 0 0 "Autosome" "0"
"3852" "89" "LR999950.1" 8900000 9e+06 192 29420 34 6259 12 2218 2 920 6 659 9 6257 31 4718 23 1048 2 16644 0 0 "Autosome" "0"
"3853" "90" "LR999950.1" 9e+06 9100000 218 27698 36 6752 22 3067 4 1067 10 1766 3 682 28 5460 33 1425 5 19943 0 0 "Autosome" "0"
"3854" "91" "LR999950.1" 9100000 9200000 218 24038 43 8142 14 1199 0 0 8 828 4 350 36 5392 38 1567 1 11115 0 0 "Autosome" "0"
"3855" "92" "LR999950.1" 9200000 9300000 206 29448 45 8494 12 2523 0 0 9 2333 4 3368 29 5118 32 1247 1 15784 0 0 "Autosome" "0"
"3856" "93" "LR999950.1" 9300000 9400000 277 38323 55 9528 18 1631 1 108 21 5835 16 5006 33 5907 16 657 1 7622 0 0 "Autosome" "0"
"3857" "94" "LR999950.1" 9400000 9500000 226 32913 52 9726 12 966 0 0 23 3701 6 3682 28 6147 19 635 0 0 0 0 "Autosome" "0"
"3858" "95" "LR999950.1" 9500000 9600000 253 42353 52 9765 16 2157 0 0 11 4932 4 3353 28 7993 30 1197 0 0 0 0 "Autosome" "0"
"3859" "96" "LR999950.1" 9600000 9700000 237 30691 47 9231 17 1395 1 35 18 3545 2 181 30 4736 28 1073 1 2974 0 0 "Autosome" "0"
"3860" "97" "LR999950.1" 9700000 9800000 212 33920 36 6471 10 848 0 0 12 1624 4 3094 30 9290 22 845 0 0 0 0 "Autosome" "0"
"3861" "98" "LR999950.1" 9800000 9900000 177 22295 42 7770 10 1118 1 71 11 1649 0 0 23 5463 33 1334 0 0 0 0 "Autosome" "0"
"3862" "99" "LR999950.1" 9900000 9960137 81 15828 7 1748 1 83 0 0 6 720 21 9279 8 889 15 631 0 0 0 0 "Autosome" "0"
"3863" "0" "LR999951.1" 1 1e+05 192 27994 25 5013 13 2155 1 642 15 4023 1 276 23 6978 35 1732 3 9916 0 0 "Autosome" "0"
"3864" "1" "LR999951.1" 100001 2e+05 224 29524 57 10316 15 1009 4 312 10 1367 5 593 33 7967 26 1004 0 0 0 0 "Autosome" "0"
"3865" "2" "LR999951.1" 200001 3e+05 241 31633 60 9853 25 3811 3 2165 14 2361 5 2362 33 4483 28 1048 0 0 0 0 "Autosome" "0"
"3866" "3" "LR999951.1" 300001 4e+05 247 24928 51 8801 13 965 1 96 8 837 4 234 21 2550 41 1585 0 0 0 0 "Autosome" "0"
"3867" "4" "LR999951.1" 400001 5e+05 232 26433 42 7698 12 1270 0 0 7 624 6 790 35 4631 30 1072 0 0 0 0 "Autosome" "0"
"3868" "5" "LR999951.1" 500001 6e+05 226 28548 52 9306 11 871 0 0 9 1284 2 148 24 3429 26 1060 0 0 0 0 "Autosome" "0"
"3869" "6" "LR999951.1" 600001 7e+05 283 33391 61 10861 15 1052 0 0 9 930 2 265 30 4578 21 866 1 10231 0 0 "Autosome" "0"
"3870" "7" "LR999951.1" 700001 8e+05 222 29067 56 10494 9 1212 0 0 11 4198 3 216 33 4588 35 1407 1 33145 0 0 "Autosome" "0"
"3871" "8" "LR999951.1" 800001 9e+05 282 37459 67 13030 16 1600 0 0 9 1406 3 316 44 7226 27 1047 2 67442 0 0 "Autosome" "0"
"3872" "9" "LR999951.1" 900001 1e+06 302 37493 57 11056 17 1618 2 382 9 1577 5 458 43 6697 40 1449 2 20642 0 0 "Autosome" "0"
"3873" "10" "LR999951.1" 1e+06 1100000 298 42282 50 9325 20 3148 0 0 17 3745 5 459 48 11407 36 1265 0 0 1 638 "Autosome" "1"
"3874" "11" "LR999951.1" 1100000 1200000 324 40605 69 11957 24 4114 2 1090 15 2377 0 0 44 7364 46 1640 0 0 0 0 "Autosome" "0"
"3875" "12" "LR999951.1" 1200000 1300000 291 43093 55 10594 18 1863 0 0 14 6026 0 0 28 7504 37 1390 1 9653 0 0 "Autosome" "0"
"3876" "13" "LR999951.1" 1300000 1400000 260 31055 53 9872 18 2474 0 0 6 522 3 248 36 5398 35 1324 1 170 0 0 "Autosome" "0"
"3877" "14" "LR999951.1" 1400000 1500000 241 27335 50 8360 19 2021 3 1021 8 1235 3 288 29 5492 29 1048 0 0 0 0 "Autosome" "0"
"3878" "15" "LR999951.1" 1500000 1600000 237 32161 50 8082 13 902 0 0 10 3367 3 2220 22 4483 27 1070 3 28164 0 0 "Autosome" "0"
"3879" "16" "LR999951.1" 1600000 1700000 285 41712 56 9140 17 4173 4 2616 26 7911 2 187 45 9836 41 1802 2 8458 0 0 "Autosome" "0"
"3880" "17" "LR999951.1" 1700000 1800000 227 35881 39 7282 17 1888 0 0 13 4061 0 0 32 10467 29 1251 3 25961 0 0 "Autosome" "0"
"3881" "18" "LR999951.1" 1800000 1900000 229 25415 52 9986 19 1867 1 486 10 1568 1 100 26 3059 36 1354 3 38754 1 4798 "Autosome" "1"
"3882" "19" "LR999951.1" 1900000 2e+06 210 25664 48 8684 18 1882 3 398 3 241 4 1889 18 2474 25 1067 4 30185 0 0 "Autosome" "0"
"3883" "20" "LR999951.1" 2e+06 2100000 241 32465 36 6053 20 3373 0 0 10 1081 5 4711 30 6710 39 1445 2 11484 0 0 "Autosome" "0"
"3884" "21" "LR999951.1" 2100000 2200000 220 27111 30 5943 29 2929 0 0 6 702 3 772 21 2693 31 1137 2 5803 0 0 "Autosome" "0"
"3885" "22" "LR999951.1" 2200000 2300000 226 25728 39 7358 19 1730 0 0 10 1494 4 568 28 4699 37 1681 3 17553 0 0 "Autosome" "0"
"3886" "23" "LR999951.1" 2300000 2400000 239 29375 41 8303 26 4366 1 85 3 309 5 483 21 2700 39 1544 3 16245 0 0 "Autosome" "0"
"3887" "24" "LR999951.1" 2400000 2500000 200 27270 40 6217 12 2792 0 0 12 4784 0 0 32 4648 34 1358 2 25687 0 0 "Autosome" "0"
"3888" "25" "LR999951.1" 2500000 2600000 154 23580 23 4473 13 1874 0 0 6 881 9 2387 21 6504 30 1055 3 22859 0 0 "Autosome" "0"
"3889" "26" "LR999951.1" 2600000 2700000 217 23698 46 7336 9 557 0 0 10 2056 1 107 31 3940 25 1053 2 5062 0 0 "Autosome" "0"
"3890" "27" "LR999951.1" 2700000 2800000 120 12715 14 3209 8 1082 0 0 2 843 0 0 8 1054 35 1545 2 32013 0 0 "Autosome" "0"
"3891" "28" "LR999951.1" 2800000 2900000 102 10234 15 3078 2 287 0 0 4 465 1 82 12 1485 29 1241 3 22571 0 0 "Autosome" "0"
"3892" "29" "LR999951.1" 2900000 3e+06 163 22065 26 5010 15 2238 0 0 8 4268 6 860 20 2223 29 1092 5 18051 0 0 "Autosome" "0"
"3893" "30" "LR999951.1" 3e+06 3100000 243 30987 43 8227 11 1111 0 0 8 911 3 307 33 6225 36 1356 4 9249 0 0 "Autosome" "0"
"3894" "31" "LR999951.1" 3100000 3200000 271 37107 47 9756 24 2267 2 158 18 2749 4 3008 29 6812 39 1504 0 0 0 0 "Autosome" "0"
"3895" "32" "LR999951.1" 3200000 3300000 260 35794 54 9231 13 2475 0 0 19 3232 4 2500 36 6045 31 1124 0 0 0 0 "Autosome" "0"
"3896" "33" "LR999951.1" 3300000 3400000 263 35197 61 12611 17 2022 0 0 13 2991 3 300 37 6399 28 1144 0 0 0 0 "Autosome" "0"
"3897" "34" "LR999951.1" 3400000 3500000 241 30883 48 8437 19 2153 0 0 9 2767 6 757 30 6557 29 1053 1 2945 0 0 "Autosome" "0"
"3898" "35" "LR999951.1" 3500000 3600000 263 42170 55 10855 31 4349 0 0 14 4237 4 1562 27 8468 27 1046 3 3925 0 0 "Autosome" "0"
"3899" "36" "LR999951.1" 3600000 3700000 170 27712 24 4964 15 2234 0 0 22 8474 6 1786 22 4074 33 1806 3 22952 0 0 "Autosome" "0"
"3900" "37" "LR999951.1" 3700000 3800000 169 42010 13 2599 19 2335 0 0 20 6077 24 13418 21 12189 35 1444 2 24943 2 2682 "Autosome" "1"
"3901" "38" "LR999951.1" 3800000 3900000 185 44304 17 3494 23 2573 0 0 21 5977 11 2923 30 20633 31 3154 4 40660 0 0 "Autosome" "0"
"3902" "39" "LR999951.1" 3900000 4e+06 152 17232 22 5297 13 1350 1 120 6 501 1 93 17 2258 34 1502 4 39274 0 0 "Autosome" "0"
"3903" "40" "LR999951.1" 4e+06 4100000 142 14902 30 5691 10 759 0 0 4 384 1 70 9 1211 33 1260 9 30726 0 0 "Autosome" "0"
"3904" "41" "LR999951.1" 4100000 4200000 181 29496 36 5441 15 996 1 95 12 6754 0 0 20 7661 39 1771 4 8652 0 0 "Autosome" "0"
"3905" "42" "LR999951.1" 4200000 4300000 210 25895 39 7920 21 2015 1 72 6 2350 1 12 25 3831 40 1673 1 7270 0 0 "Autosome" "0"
"3906" "43" "LR999951.1" 4300000 4400000 248 50611 37 6955 21 3706 4 2052 21 8730 8 6717 34 11911 23 887 0 0 1 4890 "Autosome" "1"
"3907" "44" "LR999951.1" 4400000 4500000 269 40985 65 11264 23 2958 1 79 14 3503 1 104 43 12391 25 867 0 0 0 0 "Autosome" "0"
"3908" "45" "LR999951.1" 4500000 4600000 246 29832 60 10606 7 678 1 154 9 1230 3 239 30 4772 42 1494 0 0 0 0 "Autosome" "0"
"3909" "46" "LR999951.1" 4600000 4700000 207 25761 37 6358 22 2650 0 0 13 3306 2 111 14 2310 27 1048 1 4958 0 0 "Autosome" "0"
"3910" "47" "LR999951.1" 4700000 4800000 218 25110 39 7101 26 3265 1 71 8 1072 1 55 19 2470 22 827 2 2830 1 3390 "Autosome" "1"
"3911" "48" "LR999951.1" 4800000 4900000 279 41972 81 13623 7 771 1 258 14 5515 2 3601 43 7815 38 1617 0 0 0 0 "Autosome" "0"
"3912" "49" "LR999951.1" 4900000 5e+06 262 30871 45 7275 15 1452 0 0 11 1155 0 0 21 4987 34 1333 1 42368 0 0 "Autosome" "0"
"3913" "50" "LR999951.1" 5e+06 5100000 275 33110 69 12847 18 2199 0 0 18 1768 1 79 36 3733 35 1350 0 0 0 0 "Autosome" "0"
"3914" "51" "LR999951.1" 5100000 5200000 262 31378 68 11580 24 2696 1 186 16 2795 1 58 22 3443 37 1303 0 0 0 0 "Autosome" "0"
"3915" "52" "LR999951.1" 5200000 5300000 208 28540 34 5813 14 2421 1 619 17 4169 11 3949 21 3433 35 1296 1 7730 0 0 "Autosome" "0"
"3916" "53" "LR999951.1" 5300000 5400000 225 24756 53 8786 14 984 0 0 3 421 1 57 21 2743 34 1234 0 0 0 0 "Autosome" "0"
"3917" "54" "LR999951.1" 5400000 5500000 291 32500 65 11534 11 1738 0 0 23 2680 5 624 34 4319 45 1729 0 0 0 0 "Autosome" "0"
"3918" "55" "LR999951.1" 5500000 5600000 209 34014 52 9629 17 4384 3 1899 19 4351 5 5387 15 1813 29 1151 0 0 0 0 "Autosome" "0"
"3919" "56" "LR999951.1" 5600000 5700000 269 34651 60 10032 25 4345 2 904 16 2659 3 369 25 4964 36 1261 1 3167 0 0 "Autosome" "0"
"3920" "57" "LR999951.1" 5700000 5800000 239 33803 69 12766 8 878 0 0 12 4012 2 86 28 6545 32 1227 1 5623 0 0 "Autosome" "0"
"3921" "58" "LR999951.1" 5800000 5900000 281 35879 54 9415 18 2131 0 0 12 1668 1 280 38 8280 36 1583 6 10419 0 0 "Autosome" "0"
"3922" "59" "LR999951.1" 5900000 6e+06 228 32241 50 8879 16 3231 3 1794 11 1755 4 307 27 8777 27 926 3 18522 2 7330 "Autosome" "1"
"3923" "60" "LR999951.1" 6e+06 6100000 205 30639 50 10413 16 1912 0 0 9 2161 2 1901 24 5682 39 1556 4 22099 0 0 "Autosome" "0"
"3924" "61" "LR999951.1" 6100000 6200000 217 27981 41 6539 17 4485 0 0 10 3918 4 615 29 3145 41 1767 5 42242 0 0 "Autosome" "0"
"3925" "62" "LR999951.1" 6200000 6300000 247 32559 65 12522 17 1691 3 486 13 4035 0 0 28 3814 30 1130 0 0 0 0 "Autosome" "0"
"3926" "63" "LR999951.1" 6300000 6400000 291 42177 70 13539 17 3294 0 0 15 5395 5 380 37 7903 30 1245 0 0 0 0 "Autosome" "0"
"3927" "64" "LR999951.1" 6400000 6500000 260 33957 49 8302 23 2077 0 0 15 3770 1 77 28 5928 30 1152 0 0 0 0 "Autosome" "0"
"3928" "65" "LR999951.1" 6500000 6600000 262 38261 63 12646 15 1389 4 510 7 1163 2 203 32 9172 29 1038 0 0 1 1070 "Autosome" "1"
"3929" "66" "LR999951.1" 6600000 6700000 303 35142 55 9474 20 1231 0 0 10 1542 6 3053 41 4989 31 1238 0 0 0 0 "Autosome" "0"
"3930" "67" "LR999951.1" 6700000 6800000 251 36222 55 10386 9 1961 0 0 25 4630 5 416 36 8848 31 934 0 0 0 0 "Autosome" "0"
"3931" "68" "LR999951.1" 6800000 6900000 266 32907 52 9248 26 4829 2 1631 11 2112 5 434 18 3348 24 842 2 10638 0 0 "Autosome" "0"
"3932" "69" "LR999951.1" 6900000 7e+06 261 38828 56 10543 15 3546 0 0 20 3637 4 221 41 11291 38 1782 0 0 0 0 "Autosome" "0"
"3933" "70" "LR999951.1" 7e+06 7100000 266 35195 45 7188 24 3860 4 833 9 1777 4 228 34 7838 36 1332 0 0 0 0 "Autosome" "0"
"3934" "71" "LR999951.1" 7100000 7200000 235 33222 55 10593 13 2154 0 0 16 5520 4 299 21 4820 38 1508 1 8003 0 0 "Autosome" "0"
"3935" "72" "LR999951.1" 7200000 7300000 189 22696 37 6100 11 1321 1 210 4 943 6 1002 21 4718 27 1011 4 41617 0 0 "Autosome" "0"
"3936" "73" "LR999951.1" 7300000 7400000 191 22470 46 9422 18 2169 2 532 1 64 1 93 17 2239 36 1606 6 51313 0 0 "Autosome" "0"
"3937" "74" "LR999951.1" 7400000 7500000 211 24234 32 6286 14 2086 0 0 5 475 2 188 21 3486 42 1912 1 1610 0 0 "Autosome" "0"
"3938" "75" "LR999951.1" 7500000 7600000 191 26898 37 7056 14 2302 0 0 3 429 8 1027 32 8867 21 830 3 37944 0 0 "Autosome" "0"
"3939" "76" "LR999951.1" 7600000 7700000 270 27574 48 8022 11 1353 2 458 9 808 1 66 22 3498 45 1651 3 11273 0 0 "Autosome" "0"
"3940" "77" "LR999951.1" 7700000 7800000 213 31057 28 5467 22 4488 4 1748 4 487 11 4932 18 3843 36 1386 3 29414 0 0 "Autosome" "0"
"3941" "78" "LR999951.1" 7800000 7900000 227 23754 53 7980 17 2801 3 1700 9 935 1 77 22 2575 38 1287 0 0 0 0 "Autosome" "0"
"3942" "79" "LR999951.1" 7900000 8e+06 224 26320 48 8494 16 1519 0 0 5 1321 0 0 34 6458 32 1305 1 7503 0 0 "Autosome" "0"
"3943" "80" "LR999951.1" 8e+06 8100000 235 23940 42 7944 12 1481 0 0 8 1406 3 203 17 1737 46 1924 5 34624 0 0 "Autosome" "0"
"3944" "81" "LR999951.1" 8100000 8200000 189 20614 26 5254 28 3419 0 0 8 1070 3 225 26 2865 37 1303 4 14570 1 818 "Autosome" "1"
"3945" "82" "LR999951.1" 8200000 8300000 184 19453 37 5356 8 664 0 0 7 1245 2 108 20 2576 25 995 0 0 0 0 "Autosome" "0"
"3946" "83" "LR999951.1" 8300000 8400000 186 20077 41 6748 8 709 1 223 8 1381 2 132 20 2608 30 1240 0 0 0 0 "Autosome" "0"
"3947" "84" "LR999951.1" 8400000 8500000 173 24507 32 6794 4 360 0 0 14 1682 1 39 17 8860 42 1520 0 0 0 0 "Autosome" "0"
"3948" "85" "LR999951.1" 8500000 8600000 176 21266 41 7904 14 3897 0 0 3 443 0 0 21 2407 36 1277 1 12390 0 0 "Autosome" "0"
"3949" "86" "LR999951.1" 8600000 8700000 288 34436 54 9852 28 3513 1 46 10 2021 12 822 36 5043 60 3082 5 37076 0 0 "Autosome" "0"
"3950" "87" "LR999951.1" 8700000 8800000 256 25818 45 7454 18 1937 3 424 7 449 1 72 37 3993 44 1813 4 38179 0 0 "Autosome" "0"
"3951" "88" "LR999951.1" 8800000 8900000 196 27152 35 5856 9 629 0 0 8 2595 5 355 24 8663 34 1225 0 0 0 0 "Autosome" "0"
"3952" "89" "LR999951.1" 8900000 9e+06 239 26394 59 10236 9 688 0 0 13 1606 5 353 29 3165 31 1273 1 8933 0 0 "Autosome" "0"
"3953" "90" "LR999951.1" 9e+06 9100000 194 24887 33 4020 19 2797 0 0 4 1018 4 234 24 6956 33 1375 1 5697 0 0 "Autosome" "0"
"3954" "91" "LR999951.1" 9100000 9200000 173 23652 27 5583 11 3516 2 1608 7 733 1 96 19 5072 39 1462 4 27877 0 0 "Autosome" "0"
"3955" "92" "LR999951.1" 9200000 9300000 164 19407 24 3998 22 2760 0 0 5 544 2 179 11 4728 34 1308 2 6473 0 0 "Autosome" "0"
"3956" "93" "LR999951.1" 9300000 9400000 138 16670 32 5348 11 885 0 0 2 181 7 3304 14 1732 22 1018 0 0 0 0 "Autosome" "0"
"3957" "94" "LR999951.1" 9400000 9500000 239 30469 51 9290 15 942 0 0 11 1750 2 2270 21 2839 27 1017 2 34575 0 0 "Autosome" "0"
"3958" "95" "LR999951.1" 9500000 9600000 189 29889 48 9751 10 1126 0 0 16 7076 1 2265 20 2587 32 1309 0 0 0 0 "Autosome" "0"
"3959" "96" "LR999951.1" 9600000 9700000 212 28683 27 4941 20 2811 0 0 12 1336 3 4059 21 4528 30 1181 0 0 0 0 "Autosome" "0"
"3960" "97" "LR999951.1" 9700000 9800000 163 27208 17 3525 12 3130 4 1898 6 767 1 87 29 9877 31 2155 0 0 0 0 "Autosome" "0"
"3961" "98" "LR999951.1" 9800000 9839934 75 29432 0 0 12 1270 12 1270 15 3422 2 120 27 23219 18 955 0 0 0 0 "Autosome" "0"
"3962" "0" "LR999952.1" 1 1e+05 177 74395 0 0 24 2148 24 2148 36 9540 0 0 62 59159 42 1953 0 0 0 0 "Autosome" "0"
"3963" "1" "LR999952.1" 100001 2e+05 138 39790 9 1566 9 885 6 553 11 3432 2 2994 32 21808 50 5498 2 13293 1 1593 "Autosome" "1"
"3964" "2" "LR999952.1" 200001 3e+05 182 28111 37 7389 13 1370 0 0 13 4660 9 2839 20 5493 40 1837 5 26854 0 0 "Autosome" "0"
"3965" "3" "LR999952.1" 300001 4e+05 165 34292 30 4646 16 3071 1 75 13 2861 5 6374 27 9917 15 623 0 0 0 0 "Autosome" "0"
"3966" "4" "LR999952.1" 400001 5e+05 193 26774 39 8183 10 749 1 148 9 2187 7 2225 20 4560 33 1562 8 65365 0 0 "Autosome" "0"
"3967" "5" "LR999952.1" 500001 6e+05 236 27437 41 7287 12 1131 0 0 11 1242 1 75 42 7570 26 1210 2 10415 0 0 "Autosome" "0"
"3968" "6" "LR999952.1" 600001 7e+05 263 37862 67 12824 15 2290 5 1234 13 1543 1 81 43 10991 34 1465 3 33844 0 0 "Autosome" "0"
"3969" "7" "LR999952.1" 700001 8e+05 265 31763 39 7096 20 2042 1 55 13 1780 2 185 38 6314 38 1506 2 8890 0 0 "Autosome" "0"
"3970" "8" "LR999952.1" 800001 9e+05 312 39788 60 11887 16 2002 0 0 16 1831 1 66 50 9593 31 1113 3 19188 0 0 "Autosome" "0"
"3971" "9" "LR999952.1" 900001 1e+06 288 31201 56 9715 13 1995 0 0 12 1419 3 215 41 4882 44 1582 0 0 0 0 "Autosome" "0"
"3972" "10" "LR999952.1" 1e+06 1100000 304 46127 65 12303 15 2862 2 610 14 5034 1 79 68 14346 30 1311 0 0 0 0 "Autosome" "0"
"3973" "11" "LR999952.1" 1100000 1200000 324 39568 70 11799 14 2362 2 929 13 4607 2 71 45 5300 50 2788 0 0 0 0 "Autosome" "0"
"3974" "12" "LR999952.1" 1200000 1300000 242 45820 41 7166 21 4970 1 94 13 7735 7 1418 55 14059 31 1345 1 5867 0 0 "Autosome" "0"
"3975" "13" "LR999952.1" 1300000 1400000 240 34549 38 7639 13 1257 2 169 19 2440 6 4557 41 7501 25 824 0 0 0 0 "Autosome" "0"
"3976" "14" "LR999952.1" 1400000 1500000 252 34369 44 7493 19 1757 1 31 7 931 17 9132 34 3979 34 1275 3 9264 0 0 "Autosome" "0"
"3977" "15" "LR999952.1" 1500000 1600000 250 27195 48 8053 10 1569 0 0 7 880 1 85 22 2753 51 2025 0 0 2 23731 "Autosome" "1"
"3978" "16" "LR999952.1" 1600000 1700000 259 32749 45 8374 14 1668 0 0 13 1719 0 0 36 8880 45 1802 5 34007 0 0 "Autosome" "0"
"3979" "17" "LR999952.1" 1700000 1800000 261 42544 53 10426 31 6368 2 174 8 2500 7 3468 44 8541 28 1081 4 45800 0 0 "Autosome" "0"
"3980" "18" "LR999952.1" 1800000 1900000 307 39314 63 11102 28 2755 0 0 15 2178 0 0 39 8283 38 1850 7 36023 0 0 "Autosome" "0"
"3981" "19" "LR999952.1" 1900000 2e+06 293 33370 65 10798 17 1541 0 0 17 2764 4 290 37 5863 35 1255 7 30243 0 0 "Autosome" "0"
"3982" "20" "LR999952.1" 2e+06 2100000 310 37369 58 11014 21 1899 0 0 12 1461 6 501 40 8168 43 1608 1 4582 0 0 "Autosome" "0"
"3983" "21" "LR999952.1" 2100000 2200000 318 34911 65 11488 29 1890 2 217 13 1509 4 397 38 5230 36 1665 2 2115 0 0 "Autosome" "0"
"3984" "22" "LR999952.1" 2200000 2300000 302 38838 59 10404 21 3696 2 807 13 3417 6 471 38 7302 43 1526 2 20779 0 0 "Autosome" "0"
"3985" "23" "LR999952.1" 2300000 2400000 228 35273 43 7530 11 1903 0 0 10 2131 1 65 26 9838 36 1366 6 71797 0 0 "Autosome" "0"
"3986" "24" "LR999952.1" 2400000 2500000 249 31943 38 7380 17 2915 0 0 7 1299 3 195 40 8506 49 2373 5 40816 0 0 "Autosome" "0"
