"mkr" "set" "map" "phys" "gen" "vld" "slidingwindow.3" "slidingwindow" "slidingwindow.2" "slidingwindow.4" "vld.1" "loess" "chr_length" "chr_start" "genome_pos" "rel_pos" "chr_type"
"1353" 30777 "vcar" "LR999945.1" 2676880 15.575 TRUE 8.45 16.81 16.81 8.45 TRUE 11.67 12861081 301286029 303962909 20.8138025100689 "Autosome"
"1354" 30791 "vcar" "LR999945.1" 2706680 15.575 TRUE 8.45 16.81 16.81 8.45 TRUE 11.04 12861081 301286029 303992709 21.0455093160521 "Autosome"
"1355" 30797 "vcar" "LR999945.1" 2709610 15.575 TRUE 8.45 16.81 16.81 8.45 TRUE 10.66 12861081 301286029 303995639 21.0682912268417 "Autosome"
"1356" 30806 "vcar" "LR999945.1" 2709870 15.575 TRUE 8.45 16.81 16.81 8.45 TRUE 10.67 12861081 301286029 303995899 21.0703128298469 "Autosome"
"1357" 30826 "vcar" "LR999945.1" 2836340 15.575 TRUE 8.45 7.88 7.88 8.45 TRUE 8.07 12861081 301286029 304122369 22.0536671839638 "Autosome"
"1358" 30883 "vcar" "LR999945.1" 3321970 17.799 TRUE 6.02 3.49 3.49 6.02 TRUE 0.83 12861081 301286029 304607999 25.8296328279093 "Autosome"
"1359" 30897 "vcar" "LR999945.1" 3521650 17.799 TRUE 6.32 0 0 6.32 TRUE 5.5 12861081 301286029 304807679 27.3822239359195 "Autosome"
"1360" 30970 "vcar" "LR999945.1" 4050370 22.255 TRUE 9.18 14.36 14.36 9.18 TRUE 9.49 12861081 301286029 305336399 31.4932314009997 "Autosome"
"1361" 30982 "vcar" "LR999945.1" 4083860 22.255 TRUE 9.18 14.36 14.36 9.18 TRUE 9.71 12861081 301286029 305369889 31.7536294188646 "Autosome"
"1362" 31013 "vcar" "LR999945.1" 4318580 24.478 TRUE 9.18 11.56 11.56 9.18 TRUE 11.26 12861081 301286029 305604609 33.5786704088093 "Autosome"
"1363" 31017 "vcar" "LR999945.1" 4318840 24.478 TRUE 9.18 11.56 11.56 9.18 TRUE 11.26 12861081 301286029 305604869 33.5806920118146 "Autosome"
"1364" 31030 "vcar" "LR999945.1" 4425660 27.816 TRUE 7.28 11.56 11.56 7.28 TRUE 14.11 12861081 301286029 305711689 34.4112598311137 "Autosome"
"1365" 31047 "vcar" "LR999945.1" 4519670 28.927 TRUE 5.86 11.56 11.56 5.86 TRUE 9.38 12861081 301286029 305805699 35.1422248254249 "Autosome"
"1366" 31076 "vcar" "LR999945.1" 4631380 28.927 TRUE 4.82 11.31 11.31 4.82 TRUE 8.36 12861081 301286029 305917409 36.0108143320145 "Autosome"
"1367" 31082 "vcar" "LR999945.1" 4694030 28.927 TRUE 4.82 11.31 11.31 4.82 TRUE 5.91 12861081 301286029 305980059 36.4979429023112 "Autosome"
"1368" 31085 "vcar" "LR999945.1" 4694370 28.927 TRUE 4.82 11.31 11.31 4.82 TRUE 5.91 12861081 301286029 305980399 36.5005865370104 "Autosome"
"1369" 31137 "vcar" "LR999945.1" 5343180 28.927 TRUE 1.83 4.66 4.66 1.83 TRUE 1.19 12861081 301286029 306629209 41.5453413286177 "Autosome"
"1370" 31142 "vcar" "LR999945.1" 5430820 28.927 TRUE 2.5 4.66 4.66 2.5 TRUE 3.44 12861081 301286029 306716849 42.2267770493009 "Autosome"
"1371" 31160 "vcar" "LR999945.1" 5454240 31.151 TRUE 2.5 4.66 4.66 2.5 TRUE 3.6 12861081 301286029 306740269 42.4088768276943 "Autosome"
"1372" 31173 "vcar" "LR999945.1" 5727970 31.151 TRUE 4.75 4.66 4.66 4.75 TRUE 3.92 12861081 301286029 307013999 44.5372360223841 "Autosome"
"1373" 31178 "vcar" "LR999945.1" 5736100 31.151 TRUE 4.75 4.66 4.66 4.75 TRUE 2.42 12861081 301286029 307022129 44.6004499932782 "Autosome"
"1374" 31203 "vcar" "LR999945.1" 5755540 31.151 TRUE 4.75 4.66 4.66 4.75 TRUE 3.94 12861081 301286029 307041569 44.7516036948994 "Autosome"
"1375" 31211 "vcar" "LR999945.1" 5780220 31.151 TRUE 4.75 2.29 2.29 4.75 TRUE 3.67 12861081 301286029 307066249 44.9435004724719 "Autosome"
"1376" 31268 "vcar" "LR999945.1" 6255650 31.151 TRUE 4.75 5.94 5.94 4.75 TRUE 6.86 12861081 301286029 307541679 48.6401570754433 "Autosome"
"1377" 31289 "vcar" "LR999945.1" 6402240 35.601 TRUE 4.35 12.93 12.93 4.35 TRUE 6.58 12861081 301286029 307688269 49.7799524005797 "Autosome"
"1378" 31299 "vcar" "LR999945.1" 6585660 35.601 TRUE 4.44 12.93 12.93 4.44 TRUE 4.52 12861081 301286029 307871689 51.2061155668019 "Autosome"
"1379" 31361 "vcar" "LR999945.1" 7304580 37.823 TRUE 2.18 0 0 2.18 TRUE 2.58 12861081 301286029 308590609 56.7960033841634 "Autosome"
"1380" 31370 "vcar" "LR999945.1" 7304930 37.823 TRUE 2.18 0 0 2.18 TRUE 2.57 12861081 301286029 308590959 56.7987247728243 "Autosome"
"1381" 31392 "vcar" "LR999945.1" 8019960 38.934 TRUE 3 0 0 3 TRUE 3.03 12861081 301286029 309305989 62.3583662990693 "Autosome"
"1382" 31396 "vcar" "LR999945.1" 8020220 38.934 TRUE 3 0 0 3 TRUE 3.04 12861081 301286029 309306249 62.3603879020745 "Autosome"
"1383" 31430 "vcar" "LR999945.1" 8311810 38.934 TRUE 5.09 0 0 5.09 TRUE 2.59 12861081 301286029 309597839 64.6276156724307 "Autosome"
"1384" 31472 "vcar" "LR999945.1" 8896070 43.391 TRUE 5.09 NA NA 5.09 TRUE 1.51 12861081 301286029 310182099 69.1704686410108 "Autosome"
"1385" 31539 "vcar" "LR999945.1" 9978730 43.391 TRUE 4.79 0 0 4.79 TRUE 2.05 12861081 301286029 311264759 77.5885790626775 "Autosome"
"1386" 31572 "vcar" "LR999945.1" 10434400 43.391 TRUE 5.18 4.79 4.79 5.18 TRUE 5.09 12861081 301286029 311720429 81.1315938372521 "Autosome"
"1387" 31631 "vcar" "LR999945.1" 10828200 46.726 TRUE 5.18 6.3 6.3 5.18 TRUE 5.13 12861081 301286029 312114229 84.1935448505456 "Autosome"
"1388" 31640 "vcar" "LR999945.1" 10914700 47.837 TRUE 5.18 6.6 6.6 5.18 TRUE 5.63 12861081 301286029 312200729 84.8661166195905 "Autosome"
"1389" 31649 "vcar" "LR999945.1" 11013100 47.837 TRUE 6.6 5.57 5.57 6.6 TRUE 5.23 12861081 301286029 312299129 85.6312156031052 "Autosome"
"1390" 31657 "vcar" "LR999945.1" 11072000 47.837 TRUE 4.67 5.57 5.57 4.67 TRUE 5.86 12861081 301286029 312358029 86.0891864377497 "Autosome"
"1391" 31665 "vcar" "LR999945.1" 11084800 47.837 TRUE 4.67 5.57 5.57 4.67 TRUE 5.27 12861081 301286029 312370829 86.188711508776 "Autosome"
"1392" 31675 "vcar" "LR999945.1" 11311600 48.948 TRUE 4.67 5.57 5.57 4.67 TRUE 4.76 12861081 301286029 312597629 87.9521713610232 "Autosome"
"1393" 31676 "vcar" "LR999945.1" 11347100 48.948 TRUE 4.67 5.48 5.48 4.67 TRUE 4.34 12861081 301286029 312633129 88.2281979251977 "Autosome"
"1394" 31688 "vcar" "LR999945.1" 11364900 51.172 TRUE 4.67 5.48 5.48 4.67 TRUE 4.21 12861081 301286029 312650929 88.3665999770937 "Autosome"
"1395" 31764 "vcar" "LR999945.1" 12071600 51.172 TRUE 2.53 3.02 3.02 2.53 TRUE 1.94 12861081 301286029 313357629 93.8614724532098 "Autosome"
"1396" 31821 "vcar" "LR999945.1" 12439300 52.283 TRUE 1.67 1.67 1.67 1.67 TRUE 1.11 12861081 301286029 313725329 96.7204856263638 "Autosome"
"1397" 31830 "vcar" "LR999945.1" 12611800 52.283 TRUE 1.67 0 0 1.67 TRUE 0.91 12861081 301286029 313897829 98.0617414663666 "Autosome"
"1398" 31867 "vcar" "LR999945.1" 12762400 52.283 TRUE 1.67 0 0 1.67 TRUE NA 12861081 301286029 314048429 99.2327161301604 "Autosome"
"1399" 31895 "vcar" "LR999946.1" 345848 0 TRUE 5.03 0 0 5.03 TRUE NA 12594674 314147110 314492958 2.74598612079995 "Autosome"
"1400" 31918 "vcar" "LR999946.1" 481123 0 TRUE 4.44 0 0 4.44 TRUE 2.83 12594674 314147110 314628233 3.82005123753104 "Autosome"
"1401" 31966 "vcar" "LR999946.1" 1281550 4.45 TRUE 4.61 0 0 4.61 TRUE 5.93 12594674 314147110 315428660 10.1753328430732 "Autosome"
"1402" 31967 "vcar" "LR999946.1" 1415930 4.45 TRUE 4.73 7.48 7.48 4.73 TRUE 6.4 12594674 314147110 315563040 11.2422917814308 "Autosome"
"1403" 31973 "vcar" "LR999946.1" 1441500 4.45 TRUE 4.73 7.48 7.48 4.73 TRUE 7.31 12594674 314147110 315588610 11.4453141065819 "Autosome"
"1404" 31980 "vcar" "LR999946.1" 1441750 4.45 TRUE 4.73 7.48 7.48 4.73 TRUE 7.21 12594674 314147110 315588860 11.447299072608 "Autosome"
"1405" 31987 "vcar" "LR999946.1" 1489120 4.45 TRUE 4.47 7.48 7.48 4.47 TRUE 7.41 12594674 314147110 315636230 11.8234104352364 "Autosome"
"1406" 32004 "vcar" "LR999946.1" 1817520 7.788 TRUE 5.04 4.64 4.64 5.04 TRUE 4.29 12594674 314147110 315964630 14.4308618071417 "Autosome"
"1407" 32007 "vcar" "LR999946.1" 1817750 7.788 TRUE 5.04 4.64 4.64 5.04 TRUE 4.28 12594674 314147110 315964860 14.4326879758857 "Autosome"
"1408" 32056 "vcar" "LR999946.1" 2220600 7.788 TRUE 5.04 4.08 4.08 5.04 TRUE 4.05 12594674 314147110 316367710 17.6312622303682 "Autosome"
"1409" 32062 "vcar" "LR999946.1" 2224790 7.788 TRUE 5.04 4.08 4.08 5.04 TRUE 4.12 12594674 314147110 316371900 17.6645302609659 "Autosome"
"1410" 32103 "vcar" "LR999946.1" 2640560 11.126 TRUE 4.08 7.99 7.99 4.08 TRUE 11.69 12594674 314147110 316787670 20.965687559678 "Autosome"
"1411" 32104 "vcar" "LR999946.1" 2640810 11.126 TRUE 4.08 7.99 7.99 4.08 TRUE 11.7 12594674 314147110 316787920 20.9676725257041 "Autosome"
"1412" 32207 "vcar" "LR999946.1" 4030350 22.374 TRUE 7.79 7.79 7.79 7.79 TRUE 8.08 12594674 314147110 318177460 32.0004312934182 "Autosome"
"1413" 32234 "vcar" "LR999946.1" 4089450 22.374 TRUE 5.95 7.79 7.79 5.95 TRUE 8.46 12594674 314147110 318236560 32.4696772619919 "Autosome"
"1414" 32240 "vcar" "LR999946.1" 4089750 22.374 TRUE 5.95 7.79 7.79 5.95 TRUE 8.45 12594674 314147110 318236860 32.4720592212232 "Autosome"
"1415" 32245 "vcar" "LR999946.1" 4490900 25.713 TRUE 5.49 7.79 7.79 5.49 TRUE 6.35 12594674 314147110 318638010 35.6571357067281 "Autosome"
"1416" 32288 "vcar" "LR999946.1" 5030970 27.936 TRUE 5.4 3.71 3.71 5.4 TRUE 4.09 12594674 314147110 319178080 39.9452181136249 "Autosome"
"1417" 32306 "vcar" "LR999946.1" 5185830 29.048 TRUE 4.19 3.71 3.71 4.19 TRUE 3.89 12594674 314147110 319332940 41.1747854688418 "Autosome"
"1418" 32309 "vcar" "LR999946.1" 5186040 29.048 TRUE 4.19 3.71 3.71 4.19 TRUE 3.89 12594674 314147110 319333150 41.1764528403038 "Autosome"
"1419" 32334 "vcar" "LR999946.1" 5397950 29.048 TRUE 4.48 3.71 3.71 4.48 TRUE 3.67 12594674 314147110 319545060 42.8589894426803 "Autosome"
"1420" 32343 "vcar" "LR999946.1" 5503040 30.159 TRUE 4.56 3.71 3.71 4.56 TRUE 4.11 12594674 314147110 319650150 43.6933897614182 "Autosome"
"1421" 32388 "vcar" "LR999946.1" 6224210 33.494 TRUE 4.93 4.51 4.51 4.93 TRUE 4.56 12594674 314147110 320371320 49.419381557633 "Autosome"
"1422" 32403 "vcar" "LR999946.1" 6224770 33.494 TRUE 4.93 4.51 4.51 4.93 TRUE 4.56 12594674 314147110 320371880 49.4238278815315 "Autosome"
"1423" 32414 "vcar" "LR999946.1" 6466560 34.605 TRUE 1.89 4.51 4.51 1.89 TRUE 3.17 12594674 314147110 320613670 51.3436076233494 "Autosome"
"1424" 32417 "vcar" "LR999946.1" 6466770 34.605 TRUE 1.89 4.51 4.51 1.89 TRUE 3.17 12594674 314147110 320613880 51.3452749948113 "Autosome"
"1425" 32427 "vcar" "LR999946.1" 6474240 34.605 TRUE 1.89 4.51 4.51 1.89 TRUE 3.12 12594674 314147110 320621350 51.4045857796716 "Autosome"
"1426" 32445 "vcar" "LR999946.1" 6474450 34.605 TRUE 1.89 4.51 4.51 1.89 TRUE 3.11 12594674 314147110 320621560 51.4062531511336 "Autosome"
"1427" 32525 "vcar" "LR999946.1" 7384990 34.605 TRUE 0 0 0 0 TRUE 0 12594674 314147110 321532100 58.6358170128103 "Autosome"
"1428" 32540 "vcar" "LR999946.1" 7385220 34.605 TRUE 0 0 0 0 TRUE 0 12594674 314147110 321532330 58.6376431815544 "Autosome"
"1429" 32576 "vcar" "LR999946.1" 7915180 34.605 TRUE 1.09 2.56 2.56 1.09 TRUE 0.62 12594674 314147110 322062290 62.845453562355 "Autosome"
"1430" 32605 "vcar" "LR999946.1" 8106090 34.605 TRUE 2.13 2.4 2.4 2.13 TRUE 1.98 12594674 314147110 322253200 64.3612530185378 "Autosome"
"1431" 32637 "vcar" "LR999946.1" 8402430 35.716 TRUE 3.03 2.4 2.4 3.03 TRUE 3.03 12594674 314147110 322549540 66.7141523472541 "Autosome"
"1432" 32639 "vcar" "LR999946.1" 8402660 35.716 TRUE 3.03 2.4 2.4 3.03 TRUE 3.04 12594674 314147110 322549770 66.7159785159981 "Autosome"
"1433" 32641 "vcar" "LR999946.1" 8411990 35.716 TRUE 3.03 2.4 2.4 3.03 TRUE 3.06 12594674 314147110 322559100 66.7900574480927 "Autosome"
"1434" 32664 "vcar" "LR999946.1" 8498120 35.716 TRUE 3.03 3.19 3.19 3.03 TRUE 3.37 12594674 314147110 322645230 67.47391794341 "Autosome"
"1435" 32709 "vcar" "LR999946.1" 9017300 37.939 TRUE 3.04 2.37 2.37 3.04 TRUE 0.01 12594674 314147110 323164410 71.5961365891646 "Autosome"
"1436" 32716 "vcar" "LR999946.1" 9017570 37.939 TRUE 3.04 2.37 2.37 3.04 TRUE 0 12594674 314147110 323164680 71.5982803524728 "Autosome"
"1437" 32721 "vcar" "LR999946.1" 9047390 37.939 TRUE 3.04 2.37 2.37 3.04 TRUE 0 12594674 314147110 323194500 71.8350471000679 "Autosome"
"1438" 32731 "vcar" "LR999946.1" 9132050 37.939 TRUE 2.97 2.37 2.37 2.97 TRUE 0 12594674 314147110 323279160 72.5072359951516 "Autosome"
"1439" 32734 "vcar" "LR999946.1" 9175330 37.939 TRUE 2.97 2.14 2.14 2.97 TRUE 0 12594674 314147110 323322440 72.8508733135927 "Autosome"
"1440" 32741 "vcar" "LR999946.1" 9175570 37.939 TRUE 2.97 2.14 2.14 2.97 TRUE 0 12594674 314147110 323322680 72.8527788809778 "Autosome"
"1441" 32753 "vcar" "LR999946.1" 9176920 37.939 TRUE 2.97 2.14 2.14 2.97 TRUE 0 12594674 314147110 323324030 72.8634976975188 "Autosome"
"1442" 32773 "vcar" "LR999946.1" 9292840 37.939 TRUE 2.97 2.14 2.14 2.97 TRUE 9.24 12594674 314147110 323439950 73.783886744508 "Autosome"
"1443" 32779 "vcar" "LR999946.1" 9293070 37.939 TRUE 2.97 2.14 2.14 2.97 TRUE 9.3 12594674 314147110 323440180 73.7857129132521 "Autosome"
"1444" 32783 "vcar" "LR999946.1" 9359400 39.05 TRUE 2.97 2.14 2.14 2.97 TRUE 11.65 12594674 314147110 323506510 74.312364099301 "Autosome"
"1445" 32793 "vcar" "LR999946.1" 9359750 39.05 TRUE 2.97 2.14 2.14 2.97 TRUE 11.6 12594674 314147110 323506860 74.3151430517376 "Autosome"
"1446" 32829 "vcar" "LR999946.1" 9652680 39.05 TRUE 2.14 2.76 2.76 2.14 TRUE -1.8 12594674 314147110 323799790 76.6409674438576 "Autosome"
"1447" 33009 "vcar" "LR999946.1" 11747000 50.227 TRUE 0 0 0 0 TRUE 1.32 12594674 314147110 325894110 93.2695836351143 "Autosome"
"1448" 33029 "vcar" "LR999946.1" 11790100 50.227 TRUE 0 0 0 0 TRUE 1.17 12594674 314147110 325937210 93.6117917780166 "Autosome"
"1449" 33124 "vcar" "LR999946.1" 12451400 50.227 TRUE 0 0 0 0 TRUE -1.21 12594674 314147110 326598510 98.8624239102973 "Autosome"
"1450" 33125 "vcar" "LR999946.1" 12451700 50.227 TRUE 0 0 0 0 TRUE NA 12594674 314147110 326598810 98.8648058695287 "Autosome"
"1451" 33244 "vcar" "LR999947.1" 929138 0 TRUE 3.32 3.32 3.32 3.32 TRUE NA 11704087 326741784 327670922 7.93857735336383 "Autosome"
"1452" 33271 "vcar" "LR999947.1" 1053160 0 TRUE 3.32 3.32 3.32 3.32 TRUE 2.49 11704087 326741784 327794944 8.9982242954961 "Autosome"
"1453" 33283 "vcar" "LR999947.1" 1282480 1.111 TRUE 3.32 3.32 3.32 3.32 TRUE 3.59 11704087 326741784 328024264 10.9575398747463 "Autosome"
"1454" 33301 "vcar" "LR999947.1" 1315650 1.111 TRUE 5.12 3.32 3.32 5.12 TRUE 3.75 11704087 326741784 328057434 11.2409451501856 "Autosome"
"1455" 33389 "vcar" "LR999947.1" 2304890 6.69 TRUE 7.75 18.84 18.84 7.75 TRUE 19.57 11704087 326741784 329046674 19.6930354328364 "Autosome"
"1456" 33396 "vcar" "LR999947.1" 2541090 11.139 TRUE 7.47 9.11 9.11 7.47 TRUE 11.68 11704087 326741784 329282874 21.7111338970737 "Autosome"
"1457" 33416 "vcar" "LR999947.1" 2853850 13.362 TRUE 6.6 5 5 6.6 TRUE 6.4 11704087 326741784 329595634 24.3833628372721 "Autosome"
"1458" 33436 "vcar" "LR999947.1" 2871290 13.362 TRUE 5.7 5 5 5.7 TRUE 6.12 11704087 326741784 329613074 24.5323706154953 "Autosome"
"1459" 33454 "vcar" "LR999947.1" 2994940 13.362 TRUE 5.14 4.86 4.86 5.14 TRUE 4.56 11704087 326741784 329736724 25.5888391807067 "Autosome"
"1460" 33455 "vcar" "LR999947.1" 2995230 13.362 TRUE 5.14 4.86 4.86 5.14 TRUE 4.56 11704087 326741784 329737014 25.5913169476611 "Autosome"
"1461" 33477 "vcar" "LR999947.1" 3409260 15.586 TRUE 4.25 4.24 4.24 4.25 TRUE 4.48 11704087 326741784 330151044 29.1287991963833 "Autosome"
"1462" 33485 "vcar" "LR999947.1" 3644860 16.697 TRUE 3.75 2.76 2.76 3.75 TRUE 2.68 11704087 326741784 330386644 31.1417712462322 "Autosome"
"1463" 33505 "vcar" "LR999947.1" 3862470 16.697 TRUE 3.79 4.06 4.06 3.79 TRUE 4.27 11704087 326741784 330604254 33.0010363046686 "Autosome"
"1464" 33508 "vcar" "LR999947.1" 3946410 16.697 TRUE 3.83 4.59 4.59 3.83 TRUE 5.04 11704087 326741784 330688194 33.7182216776071 "Autosome"
"1465" 33519 "vcar" "LR999947.1" 3979810 17.808 TRUE 3.83 4.59 4.59 3.83 TRUE 5.48 11704087 326741784 330721594 34.003592078562 "Autosome"
"1466" 33534 "vcar" "LR999947.1" 4196340 18.92 TRUE 3.16 3.2 3.2 3.16 TRUE 3.2 11704087 326741784 330938124 35.8536295910992 "Autosome"
"1467" 33544 "vcar" "LR999947.1" 4196560 18.92 TRUE 3.16 3.2 3.2 3.16 TRUE 3.2 11704087 326741784 330938344 35.855509276375 "Autosome"
"1468" 33596 "vcar" "LR999947.1" 4612310 18.92 TRUE 2.26 0 0 2.26 TRUE 1.61 11704087 326741784 331354094 39.4076872463439 "Autosome"
"1469" 33643 "vcar" "LR999947.1" 5232810 20.031 TRUE 3.88 NA NA 3.88 TRUE 2.8 11704087 326741784 331974594 44.7092541263577 "Autosome"
"1470" 33675 "vcar" "LR999947.1" 5829070 21.142 TRUE 8.03 10.47 10.47 8.03 TRUE 6.96 11704087 326741784 332570854 49.8037138650798 "Autosome"
"1471" 33681 "vcar" "LR999947.1" 5884230 23.366 TRUE 8.03 10.47 10.47 8.03 TRUE 7.4 11704087 326741784 332626014 50.2750022278543 "Autosome"
"1472" 33687 "vcar" "LR999947.1" 6080970 25.59 TRUE 8.03 10.47 10.47 8.03 TRUE 9.45 11704087 326741784 332822754 51.9559535058138 "Autosome"
"1473" 33704 "vcar" "LR999947.1" 6314040 26.701 TRUE 9 10.26 10.26 9 TRUE 9.87 11704087 326741784 333055824 53.9473091749916 "Autosome"
"1474" 33724 "vcar" "LR999947.1" 6585020 30.039 TRUE 7.13 11.18 11.18 7.13 TRUE 8.55 11704087 326741784 333326804 56.2625687932771 "Autosome"
"1475" 33750 "vcar" "LR999947.1" 6718910 31.15 TRUE 6.19 8.11 8.11 6.19 TRUE 7.62 11704087 326741784 333460694 57.4065281640507 "Autosome"
"1476" 33798 "vcar" "LR999947.1" 7090720 33.374 TRUE 3.29 2.45 2.45 3.29 TRUE 2.81 11704087 326741784 333832504 60.5832817203085 "Autosome"
"1477" 33801 "vcar" "LR999947.1" 7091020 33.374 TRUE 3.29 2.45 2.45 3.29 TRUE 2.81 11704087 326741784 333832804 60.5858449275027 "Autosome"
"1478" 33839 "vcar" "LR999947.1" 7378240 33.374 TRUE 2.23 0 0 2.23 TRUE 0 11704087 326741784 334120024 63.0398594952344 "Autosome"
"1479" 33862 "vcar" "LR999947.1" 7554270 33.374 TRUE 2.23 0.9 0.9 2.23 TRUE 0 11704087 326741784 334296054 64.5438640365541 "Autosome"
"1480" 33878 "vcar" "LR999947.1" 7646420 33.374 TRUE 1.64 1.75 1.75 1.64 TRUE 0 11704087 326741784 334388204 65.331195846374 "Autosome"
"1481" 33881 "vcar" "LR999947.1" 7656060 33.374 TRUE 1.64 1.75 1.75 1.64 TRUE 0 11704087 326741784 334397844 65.4135602375478 "Autosome"
"1482" 33887 "vcar" "LR999947.1" 7795320 33.374 TRUE 0.9 1.75 1.75 0.9 TRUE 1.81 11704087 326741784 334537104 66.6034010170977 "Autosome"
"1483" 33896 "vcar" "LR999947.1" 7835550 33.374 TRUE 0.9 1.75 1.75 0.9 TRUE 2.61 11704087 326741784 334577334 66.9471271018406 "Autosome"
"1484" 33943 "vcar" "LR999947.1" 8050710 34.485 TRUE 1.8 2.42 2.42 1.8 TRUE 7.06 11704087 326741784 334792494 68.7854593015243 "Autosome"
"1485" 33949 "vcar" "LR999947.1" 8050960 34.485 TRUE 1.8 2.42 2.42 1.8 TRUE 7.07 11704087 326741784 334792744 68.7875953075195 "Autosome"
"1486" 34012 "vcar" "LR999947.1" 8883500 36.709 TRUE 2.67 NA NA 2.67 TRUE 1.49 11704087 326741784 335625284 75.9008370323973 "Autosome"
"1487" 34141 "vcar" "LR999947.1" 10267900 38.933 TRUE 0 0 0 0 TRUE 0.75 11704087 326741784 337009684 87.7291838312548 "Autosome"
"1488" 34182 "vcar" "LR999947.1" 10734000 38.933 TRUE 0 0 0 0 TRUE 0.28 11704087 326741784 337475784 91.7115534086512 "Autosome"
"1489" 34223 "vcar" "LR999947.1" 10850800 38.933 TRUE 0 0 0 0 TRUE 0.17 11704087 326741784 337592584 92.709495409595 "Autosome"
"1490" 34279 "vcar" "LR999947.1" 11612400 38.933 TRUE 0 NA NA 0 TRUE NA 11704087 326741784 338354184 99.2166240732831 "Autosome"
"1491" 34310 "vcar" "LR999948.1" 249191 0 TRUE 6.24 8.26 8.26 6.24 TRUE NA 11326783 338445871 338695062 2.20001566199335 "Autosome"
"1492" 34357 "vcar" "LR999948.1" 258911 2.224 TRUE 6.24 8.26 8.26 6.24 TRUE 7.22 11326783 338445871 338704782 2.28582996601948 "Autosome"
"1493" 34381 "vcar" "LR999948.1" 662419 4.447 TRUE 6.12 6.24 6.24 6.12 TRUE 6.23 11326783 338445871 339108290 5.84825364801286 "Autosome"
"1494" 34404 "vcar" "LR999948.1" 851036 4.447 TRUE 5.36 0 0 5.36 TRUE 5.92 11326783 338445871 339296907 7.51348374909275 "Autosome"
"1495" 34473 "vcar" "LR999948.1" 1511980 8.894 TRUE 4.65 0 0 4.65 TRUE 4.17 11326783 338445871 339957851 13.348715164756 "Autosome"
"1496" 34515 "vcar" "LR999948.1" 1788170 8.894 TRUE 6.62 0 0 6.62 TRUE 6.41 11326783 338445871 340234041 15.7870950648565 "Autosome"
"1497" 34584 "vcar" "LR999948.1" 2674790 16.688 TRUE 6.68 NA NA 6.68 TRUE 6.6 11326783 338445871 341120661 23.6147368586473 "Autosome"
"1498" 34665 "vcar" "LR999948.1" 3255130 20.026 TRUE 4.75 0 0 4.75 TRUE 3.91 11326783 338445871 341701001 28.738345212405 "Autosome"
"1499" 34678 "vcar" "LR999948.1" 3408020 20.026 TRUE 4.04 0 0 4.04 TRUE 0.79 11326783 338445871 341853891 30.0881547743962 "Autosome"
"1500" 34715 "vcar" "LR999948.1" 3487500 20.026 TRUE 4.04 5.02 5.02 4.04 TRUE 2.33 11326783 338445871 341933371 30.7898544538198 "Autosome"
"1501" 34752 "vcar" "LR999948.1" 3986110 23.361 TRUE 3.24 3.71 3.71 3.24 TRUE 2.64 11326783 338445871 342431981 35.1918987059256 "Autosome"
"1502" 34781 "vcar" "LR999948.1" 4110930 23.361 TRUE 3.17 0 0 3.17 TRUE 0 11326783 338445871 342556801 36.293888564829 "Autosome"
"1503" 34800 "vcar" "LR999948.1" 4304180 23.361 TRUE 3.2 0 0 3.2 TRUE 0 11326783 338445871 342750051 38.000021718435 "Autosome"
"1504" 34814 "vcar" "LR999948.1" 4403770 23.361 TRUE 3.2 0 0 3.2 TRUE 0 11326783 338445871 342849641 38.8792651894187 "Autosome"
"1505" 34830 "vcar" "LR999948.1" 4640030 23.361 TRUE 2.24 3.29 3.29 2.24 TRUE 3.43 11326783 338445871 343085901 40.9651178097082 "Autosome"
"1506" 34853 "vcar" "LR999948.1" 4933720 25.585 TRUE 4.07 5.15 5.15 4.07 TRUE 4.74 11326783 338445871 343379591 43.5579987715841 "Autosome"
"1507" 34877 "vcar" "LR999948.1" 5099770 25.585 TRUE 5 5.15 5.15 5 TRUE 1.81 11326783 338445871 343545641 45.0239931320305 "Autosome"
"1508" 34914 "vcar" "LR999948.1" 5872320 31.164 TRUE 4.75 7.77 7.77 4.75 TRUE 5.23 11326783 338445871 344318191 51.8445528620086 "Autosome"
"1509" 34922 "vcar" "LR999948.1" 6015280 32.275 TRUE 4.67 7.77 7.77 4.67 TRUE 6.58 11326783 338445871 344461151 53.1066941072324 "Autosome"
"1510" 34948 "vcar" "LR999948.1" 6579930 33.386 TRUE 4.48 4.75 4.75 4.48 TRUE 0.64 11326783 338445871 345025801 58.0917812233182 "Autosome"
"1511" 34956 "vcar" "LR999948.1" 6614870 33.386 TRUE 4.48 4.75 4.75 4.48 TRUE 1.86 11326783 338445871 345060741 58.400253628943 "Autosome"
"1512" 34977 "vcar" "LR999948.1" 6823850 34.498 TRUE 4.5 4.75 4.75 4.5 TRUE 7.6 11326783 338445871 345269721 60.2452611655048 "Autosome"
"1513" 34992 "vcar" "LR999948.1" 6825410 34.498 TRUE 4.5 4.75 4.75 4.5 TRUE 7.63 11326783 338445871 345271281 60.2590338315831 "Autosome"
"1514" 34996 "vcar" "LR999948.1" 6837420 34.498 TRUE 4.5 4.75 4.75 4.5 TRUE 7.82 11326783 338445871 345283291 60.3650657031215 "Autosome"
