orthogroup gr01 gr02	sp01 sp02	spM01 spM02	spT01 spT02	spV01 spV02	spMs01 spMs02	spVs01 spVs02
OG0000101 -20.4563493597228 -20.4556154025183	-19.2599857588719 -19.2596714051645	-19.4418310731794 -19.601829533851	-19.2614487124737 -19.2596714051645	-17.6601177974616 -17.6676960333341	-19.9238973914296 -19.9034869577531	-17.6285169657046 -17.9588033087401
OG0000102 -9.09328733382098 -8.90286785757151	-9.36297605946195 -8.78618893113341	-9.02574607548584 -8.90443722709027	-9.18577193443696 -8.78618893113341	-9.42255204882327 -9.04866262286125	-9.2127655855369 -8.88111199351378	-9.13996067475658 -8.95632170541655
OG0000103 -9.34756808932101 -8.90760092211823	-9.29060979336311 -8.78608618711639	-9.19131345198884 -8.98791772384504	-10.5351848506803 -8.78608618711639	-10.7144815675472 -9.13105832763538	-9.21310541815696 -9.11643234437258	-9.41939320120361 -8.68628801234006
OG0000104 -17.904280102135 -17.9042805450561	-17.0001325420422 -16.6362196360411	-16.6262926656717 -16.6184025289349	-17.9046877021935 -17.9008084134312	-16.8548856751404 -16.6256008360279	-17.2888525270206 -17.4871619002025	-17.2838662600425 -17.2766493586934
OG0000105 -23.8822966087935 -23.8729097960121	-23.161596612928 -23.0573671068014	-21.9928069151627 -21.9745364008057	-21.2811191994544 -21.2167053734919	-20.9926167543135 -21.0048472202831	-22.2858425733824 -22.3856688670522	-22.8840572531285 -22.7808160355509
OG0000106 -24.2608402814951 -24.2394903369997	-22.5294128213313 -22.5065837874311	-20.3577622265719 -20.3621022428319	-23.1921711372319 -23.1654785278175	-21.7741374103247 -22.1244208805872	-21.8617406917155 -21.754115475011	-23.7214748077493 -23.662023100053
OG0000107 -23.4268767306038 -23.4266072029031	-23.3235023608753 -22.798833380579	-21.5349068019929 -21.6080833688877	-22.1289362131821 -21.9546191280468	-21.5609910323144 -21.7947087815273	-21.9814503947158 -21.7744071405153	-23.036520715869 -23.0365219517009
OG0000108 -13.0815312501833 -13.0787593247121	-13.8640452044613 -13.0135411245655	-14.1591389111943 -12.7189676226611	-13.2458547697612 -13.0135411245655	-13.5258830325323 -13.0214296446236	-12.7445505206132 -12.7210275153398	-13.0956987372587 -12.5421700793297
OG0000109 -21.80041646497 -21.7856935093555	-21.3893982237528 -20.7332273521731	-20.1558541861365 -19.6930827340304	-20.0604936047525 -19.6342261145232	-19.2765183782629 -19.1538551355144	-19.531488911604 -19.5211085515105	-21.4161109315731 -21.4427548699045
OG0000110 -24.1164304870819 -24.1164305929169	-22.9953247022838 -22.9970544517352	-22.1516880389369 -21.9778330872669	-21.3295889603529 -20.7539250960649	-23.5828606003793 -20.0500959676964	-21.9697115025255 -21.9708361439123	-23.1657386143565 -22.8605964292227
OG0000111 -22.727809322231 -22.7278093173221	-22.463017658751 -22.5534042343025	-21.9264463260959 -21.9888101384866	-22.1813083485898 -22.5436068412896	-22.1841855352476 -21.9996813534174	-22.3288228639964 -21.6381727513934	-23.9739493890523 -21.4915728760117
OG0000112 -19.4381092747051 -19.4392210901555	-19.0806924994485 -19.0966253166628	-19.0499914230089 -18.9177508321848	-19.423636189201 -19.423680220872	-19.3352548897565 -19.015532050577	-18.9778277538658 -18.9736153828083	-18.9895556704737 -18.9831254972317
OG0000113 -24.0806170663792 -24.0361597691874	-23.5506076114095 -23.2232788775008	-22.4941800706324 -22.46173646939	-17.9958933028814 -18.4606539229165	-18.8114887259456 -18.2348715613033	-22.3546442005764 -22.3552366006816	-20.9963032620684 -21.3677452587879
OG0000114 -24.1572854566578 -24.1611500428017	-23.062783515948 -23.0653762068712	-22.0107784373028 -22.1148391176081	-21.2608060656756 -21.0869869462008	-21.2342302343474 -20.78001972056	-21.9684028179123 -22.0589523550123	-22.9491067162529 -24.0434453136038
OG0000115 -23.9228512026082 -23.922789951967	-23.2102614454941 -23.209238255823	-22.1140865331672 -22.1080272633682	-22.8729350256059 -22.8607511286654	-22.0972904565416 -22.1096910843083	-22.6389482759621 -22.6317084988397	-22.6681726048247 -22.5846037679672
OG0000116 -23.2378188101203 -23.2376794548904	-22.7423454098346 -22.6739641846879	-21.8455837874948 -21.4152419751659	-22.6562735765298 -22.640307703743	-22.0220296999263 -21.8789790053414	-21.7828611870235 -22.3629635524666	-22.0924829220841 -22.2170570768283
OG0000117 -20.3013149234864 -20.3013230707335	-19.8584738990974 -19.85917740909	-19.3170497605716 -19.3164347892467	-19.858678845525 -19.85917740909	-19.3247062776594 -19.8765469433204	-19.328186555098 -19.3186866944943	-19.321296094777 -19.3157704016652
OG0000118 -18.7754476701927 -18.7549225424526	-18.4896065141428 -18.2633781901475	-18.7105388818286 -18.746700289112	-17.7341405918517 -18.2728463364097	-17.207545098099 -16.957506645494	-18.6721053359852 -18.6529822923904	-17.0068259293339 -16.9870627049974
OG0000119 -18.7777887465388 -18.7394402973975	-18.6641727250933 -18.6641722042439	-18.2267622837046 -18.3847677663232	-16.3503483313815 -16.2010196466669	-17.1315609675541 -16.5924018419567	-18.2667761544432 -18.2662938698048	-17.7354937982844 -17.4893557505231
OG0000120 -23.9071177132961 -23.907117349994	-22.952690443042 -22.9438286821279	-21.9567524318299 -21.9260299385642	-20.4374066757797 -20.4015000237506	-20.4969061383485 -20.5165854388616	-21.9533365126689 -21.9238865325882	-22.9051836820216 -22.9093789691743
OG0000121 -23.8847433504744 -23.8546039173307	-22.9544419701768 -22.8512661222524	-21.9710174737224 -21.9430973458407	-22.4402391907847 -22.4354039332461	-23.2870580255575 -21.8929123435204	-21.8486198991778 -22.009071137591	-23.5793132742439 -23.5541597653195
OG0000122 -23.7494771170569 -23.7482962352517	-22.5590927999132 -22.549522936473	-21.5278983232285 -21.5419812340681	-21.8503815573643 -21.8040000531025	-21.2132191957208 -21.5881440267659	-21.4337242259482 -21.4446437175377	-23.3128727401767 -23.2860655689027
OG0000123 -23.8423691056654 -23.8423393580033	-22.6587380560752 -22.7514091741936	-21.5534144818751 -21.6378485909392	-21.4904215799713 -21.5190583934526	-21.4963295048714 -21.1124278962699	-21.5206658744807 -21.6300663348229	-23.2678544473221 -23.3149504951634
OG0000124 -22.9706342681487 -22.9700125886232	-21.6110179506491 -21.5321802203966	-20.7335383755564 -20.6369928207948	-21.3711879187571 -20.6611685472522	-20.2817158851841 -20.3356116843698	-20.9079063820113 -20.7649049558665	-22.2837776785529 -22.2181378871871
OG0000125 -23.8978278062223 -23.8932558316723	-22.9606862028262 -22.9785881179865	-22.4838852179002 -22.0671780044071	-22.6879985132692 -21.5247368545503	-20.8178308030221 -21.0334678530298	-21.9728098346396 -21.9304039267563	-23.6306851559634 -23.628299891914
OG0000126 -23.7607827585007 -23.7607077100152	-22.9561295939768 -22.7942165196041	-22.3473412205111 -22.0155635670947	-22.6795473527498 -22.7555433998892	-21.7628570788454 -21.9106833421967	-22.7497731903525 -22.1050802117305	-23.5589282071108 -23.4595798884977
OG0000127 -22.7576857972163 -22.7542249359838	-22.225764832762 -22.1941690846733	-20.9550929899187 -20.9900808408639	-19.7543222723246 -19.8218832261016	-19.7226633423748 -19.4570949737274	-21.8962040155253 -21.3849034339616	-21.425985192743 -21.3577748249083
OG0000128 -21.9377759814574 -21.89504607223	-19.2007540056653 -19.0038823550971	-18.2575029285538 -18.5348297008916	-20.8921901842774 -20.8984608323217	-18.4436679065785 -19.0643353352574	-20.2652464513561 -20.2645096473693	-21.7992920861935 -21.530550862836
OG0000129 -22.5747871762163 -22.5769237225719	-21.8813868171388 -21.9022124628403	-21.8065001598407 -21.0757092800189	-21.1045315849669 -21.098936299946	-20.7302641683932 -20.9051301034566	-21.0634665208659 -21.1752471668193	-22.0233437740805 -22.0171636294414
OG0000130 -23.6584435903864 -23.200077724953	-22.7446802122753 -22.5631739131445	-21.8747246912849 -21.8748566558559	-16.2859667770088 -15.8335231448101	-15.8423178494619 -16.6673046284521	-21.9266553142919 -21.8757939873655	-18.7431029752081 -18.7097110356939
OG0000131 -23.4458355460445 -23.4435748178184	-22.1411406471955 -22.3578657500761	-22.3771911487816 -21.3788393687279	-21.6500370211258 -21.2418439318849	-20.7594220715203 -20.5975629235013	-21.5255408243517 -21.5211950327454	-22.8160360124245 -22.8683497998023
OG0000132 -16.525868871082 -16.5208608431719	-15.0922098299779 -15.0349522955494	-14.5512236338388 -14.5457282707491	-15.0624835472179 -15.0349522955494	-13.4861294964906 -13.3314270467106	-15.2349020169724 -15.2299678639988	-13.3646289524279 -13.3613953219913
OG0000133 -22.3221953108578 -22.3221521761647	-21.7997276114027 -21.7917871324815	-21.1771291439836 -21.0370870660128	-14.8827063120857 -14.4827431361234	-14.9963891256458 -14.9192596890633	-21.0752218177201 -21.1282399813845	-17.9559364943452 -15.8455270711239
OG0000134 -23.0764246691649 -23.0736030325377	-22.0929042915349 -22.1632743942547	-20.9303696388103 -20.9322533972878	-22.0317386227114 -21.6979747723541	-21.108507430972 -21.6894929901625	-20.7384030013081 -20.9292055194032	-22.705940041861 -22.7119483409786
OG0000135 -22.6637405887867 -22.662006488746	-19.9508457457323 -19.4020698732646	-17.5591525267444 -17.1113352256176	-22.1667131163831 -22.1641536127804	-18.9302452848284 -18.9674065088227	-17.8283948238689 -17.8039259959081	-20.7512375311109 -20.7380966991362
OG0000136 -23.5655650276126 -23.4306244490094	-22.6579238082195 -22.5242401074961	-21.5194333152475 -21.5764433588472	-22.0182374427661 -21.9355138576419	-21.1072450866572 -21.1263496663834	-21.5117012335758 -21.5133790102301	-23.2994665399984 -23.3262396306011
OG0000137 -21.1346953466068 -21.1347504667788	-20.8693518893819 -20.8371851470756	-20.4567413485452 -20.4308116191069	-19.5293261332778 -19.5291442574448	-19.513099599906 -20.3015909404985	-20.7429829452319 -20.6526211457208	-19.8366097992311 -19.8446112035096
OG0000138 -21.3738375467853 -21.3738491044561	-20.6280917762713 -20.6253221211037	-20.2343931168256 -20.2810919017973	-21.0397707742611 -21.072278536594	-20.2827518025419 -20.0797134971244	-20.5706591327482 -20.6137884588981	-21.2140749571656 -20.6136634752505
OG0000139 -22.0828732747202 -22.0829619724827	-20.669668456996 -20.6720203519626	-19.7348471514922 -19.7353471334665	-19.8421622229829 -20.0476893671705	-20.0839428334506 -19.5032869153439	-19.7613178090452 -19.7587553440284	-21.3522113827847 -21.357862646605
OG0000140 -23.6230034158468 -23.56778474953	-22.7300611231693 -22.7298920400713	-21.9237237083901 -21.8580372165044	-22.6955187619763 -22.6400123611547	-21.7777683809729 -21.7757702606144	-21.9343132473264 -21.8826553322492	-23.342268237696 -22.1088702418898
OG0000141 -22.4392744229685 -22.6422003979268	-21.7810768283963 -21.788071910013	-20.6034266600874 -20.3630021746694	-21.8764781413577 -21.4863436756046	-20.3080369144615 -20.4863218397502	-21.0731416512987 -20.9253131988292	-21.253034482222 -21.3499951700617
OG0000142 -17.9485631103307 -17.9485645944344	-17.9169449353643 -17.9108372971264	-17.9012849833902 -18.3254007943288	-17.9584433257947 -17.9229482140142	-17.8920041043986 -17.9161668891275	-17.9485222931493 -17.9477688674384	-18.1091550544547 -17.9477308059035
OG0000143 -21.3995435994558 -21.1837157349525	-19.2933200084724 -19.1977099411379	-18.0557208024146 -18.0799437517478	-20.0782735210437 -19.9767740607721	-18.3136166427482 -18.6615668276884	-17.9416134177879 -19.0798801073452	-19.7781086156534 -19.9759180671256
OG0000144 -22.4209554947498 -22.4209756414141	-21.3095832843501 -21.7288513127907	-20.3976342572866 -19.9542802949512	-19.2575537322429 -19.1015808356812	-18.9077969043684 -18.7886547728022	-20.1402204208269 -20.5709028132199	-20.2811271797716 -20.7439005388957
OG0000145 -21.6507581007451 -21.650732949199	-20.0504525488798 -20.2230421430362	-19.3015659831925 -19.2987273366434	-18.0460307287913 -20.1337158313104	-18.9190864235945 -19.0411836130427	-19.468963652007 -19.4756880502563	-19.4566296487129 -19.4117488744065
OG0000146 -19.4949069931983 -19.4943110144814	-19.1182111508654 -19.1820356104136	-19.4681435775463 -19.2946928003354	-17.4662207853869 -17.4661183726076	-18.4773314252544 -17.4583438412804	-19.2905895253457 -19.2818877256926	-18.7304058125814 -18.8070886388883
OG0000147 -17.6122628672584 -17.6120935804561	-17.2009455138813 -16.6933143529613	-15.8358599218591 -15.5686945772796	-17.5743717323759 -17.5753536353312	-16.6750922872843 -16.745590210467	-15.5511109852042 -15.5517792568052	-17.216793455604 -17.3407296164982
OG0000148 -23.4422050190848 -23.3692987537288	-22.4075955495013 -22.3788698093872	-21.4473648431675 -21.4322751791869	-20.8939327197135 -20.5097185405795	-21.4661683021672 -19.8754536524594	-21.3582657972055 -21.3595507044265	-22.5066548198697 -22.4523608387763
OG0000149 -12.3822624684829 -11.9616439965046	-11.7098951383492 -11.7392998731221	-9.95249368976993 -9.6315235114183	-12.3743044793005 -11.7392998731221	-11.6081694903194 -11.8030510910425	-10.2377966054673 -10.4056330000166	-12.024916478199 -11.4099263664169
OG0000150 -23.0488658895772 -23.0290352964135	-22.3316153167707 -22.2919443776361	-21.6199056208103 -21.543163911899	-22.0375784043705 -22.1507161144289	-21.6988663996055 -21.4173425810016	-21.6330899403891 -21.6353762118104	-22.3971216574946 -22.3332163387673
OG0000151 -22.7557245526993 -22.7472200479744	-20.0492843083424 -20.0490657171341	-19.3254175247774 -19.30571417363	-22.165954144516 -22.019570644856	-20.0971141273792 -19.6186391863448	-21.9639877226797 -21.9641682897957	-21.9180769223171 -21.9170828110554
OG0000152 -21.5760093884553 -21.5760094145886	-20.7920012631428 -20.9074084370473	-20.1496583714783 -20.1513911447363	-19.5552640198016 -17.8518019971104	-19.8531332732154 -19.1866302384931	-20.1514349518893 -20.1466604187561	-19.9058850175201 -19.3375754479217
OG0000153 -20.6440944713488 -20.6435207761619	-19.8702103026707 -19.7096409752304	-21.2309262459843 -18.8983867289589	-19.5360920938814 -19.2132310853927	-18.9439729714844 -18.4855061289575	-19.3662356785471 -19.3453865272901	-20.3832113613617 -20.2428836888036
OG0000154 -22.4001509690732 -22.3911579298688	-21.8184211626298 -21.8208393312653	-21.6706357197847 -21.1164421499844	-21.8152596931999 -21.8208393312653	-21.4042068487726 -21.0736359760224	-21.0791069935124 -21.1968826532366	-21.0703770962254 -21.0772108677522
OG0000155 -23.1302907870607 -23.135600580531	-22.2284412717848 -22.2284441249445	-21.6672415534896 -21.2906618349709	-19.9887443438587 -19.9876811396586	-20.5989346524071 -19.9737756049943	-21.3141200539091 -21.2740879868057	-22.3934598603283 -22.3934540623564
OG0000156 -20.1455976651535 -20.1268888042509	-19.1959349798299 -19.3744924695653	-18.8437069082721 -18.9935854087764	-18.8466139760316 -17.0288478049785	-18.3017664840016 -17.5593919871909	-20.1736979716154 -18.9304623826663	-18.6599856306482 -19.9506669808746
OG0000157 -12.9063949980306 -11.9263915132533	-12.3110332055286 -11.8928810874781	-10.1814077586483 -9.63380980771194	-12.5858230069529 -11.8928810874781	-12.9294715217844 -11.785138243654	-10.533276396286 -10.382054409952	-12.669720644228 -11.4427334574896
OG0000158 -22.8275506140366 -22.8275113325439	-21.9742288210248 -21.9689633164139	-21.04382491713 -21.0577429624542	-22.1943649054777 -21.9689633164139	-21.2581039957094 -21.0669535774679	-23.5307660321664 -21.1897045431356	-21.1477253488978 -21.0098429874384
OG0000159 -21.5573074663036 -21.5113153676842	-20.7944201958214 -20.8469068279987	-18.699595631306 -18.691531975276	-23.0915542737152 -20.8469068279987	-19.3206301738194 -19.407825950534	-20.9486816266123 -21.3206952943516	-19.2479313341466 -19.3826612357665
OG0000160 -18.2217556613056 -18.2217567459626	-18.1451274946911 -18.1451291614288	-16.7704473012354 -17.1411602316649	-17.9313844174477 -18.0029297104406	-17.9543348109477 -17.9538125031215	-18.0518631157865 -17.4036273001898	-18.2030451024982 -18.203414747137
OG0000161 -18.7229567518103 -18.7171740023089	-16.9149944506801 -16.9093785780712	-15.085636270085 -14.9949778245922	-18.1335347710408 -18.0871392348309	-16.4335382011979 -16.3936448857203	-15.1903389018178 -15.2245893968721	-18.2679501077015 -18.273334222465
OG0000162 -19.4340619666119 -19.4380497028118	-19.3144955136746 -19.3126223459359	-18.6067237017272 -18.6896867397179	-19.1944934372374 -19.1958721008546	-19.04569816713 -19.0018867829278	-18.8992783265144 -18.9435925219278	-19.0720253603115 -19.0735549353369
OG0000163 -21.6054298040353 -21.6281001578458	-20.6570127307563 -21.0934079999898	-20.3464203634144 -19.9964706699307	-21.509652702478 -21.509660792144	-20.3576988213007 -19.5624756432752	-20.1386161406184 -20.1249822608249	-20.5263893747925 -19.6189514702482
OG0000164 -22.646408705503 -22.3190349977435	-21.8374171711586 -21.656769860675	-21.1167605537092 -20.96169013147	-19.6771655730317 -19.6688900609623	-19.3103024364906 -19.3887194522971	-20.9451102277027 -20.9371373074971	-21.6313586530845 -21.6269756244063
OG0000165 -22.461894969442 -22.4623586006731	-21.9504112676339 -21.8161159592482	-21.2944983692313 -21.1681590359966	-21.8693542246608 -21.8889087337492	-21.0474506626038 -21.1513814602642	-21.2270178403013 -21.2225855983486	-21.1818570560692 -21.1337857909073
OG0000166 -13.7520069607124 -13.6300027976705	-13.4636837134608 -13.5183764824008	-13.3036762484687 -13.1803423450054	-13.5701115052951 -13.5183764824008	-14.0407279833872 -14.247941398268	-13.4052354105663 -13.1570133089208	-13.4986241557706 -14.0801043181228
OG0000167 -17.3516901999789 -17.3516937142623	-17.1213138012431 -17.2648203975906	-17.0068462657886 -16.5148839164696	-17.2912696245589 -17.2648203975906	-17.2001266051207 -16.706374459339	-17.2961617232026 -16.3995146000489	-16.5953586328503 -16.7171355087009
OG0000168 -21.3356879001217 -17.8093887150935	-18.7593298529261 -21.930092703882	-20.920390169915 -18.2603533042731	-18.7362820329712 -21.930092703882	-20.9128482871249 -19.5764200776343	-20.846355428315 -18.3999427931401	-19.6411883464527 -20.8856207472167
OG0000169 -22.1871698183419 -22.1483242753434	-21.0514553972822 -21.0541545754557	-20.3154244228407 -20.3536717720166	-19.8601121088394 -18.8803523534856	-19.3648970380518 -18.9461994327154	-20.4820191871058 -20.4913440130601	-21.4809881374124 -20.8352062520366
OG0000170 -21.481405345091 -21.4946981262131	-19.1156563666814 -18.8319380368385	-18.1679575364434 -18.0670372964048	-21.3614023153938 -21.4323682266385	-18.0633791245368 -18.2720697824432	-19.4382566004403 -19.6582439687311	-19.4814712423702 -19.6581715870782
OG0000171 -15.8295485157969 -15.8295576462261	-15.8228884196191 -15.822874258283	-17.8015963500017 -16.691203209915	-15.8165861751082 -15.822874258283	-17.1316640543077 -15.9193515393714	-15.8145237535569 -15.8143299505758	-15.8108828237093 -15.8134543586425
OG0000172 -22.9191984870084 -22.9189573861964	-22.129129654004 -22.0474026825258	-21.2555134912137 -21.423005849701	-22.1171349242595 -22.0474026825258	-21.0693020198211 -21.0588065651171	-22.2569763348122 -21.7558094625203	-21.0890559506796 -21.0498554530257
