chrom	begin	end	length_gene	length_rpt	length_LINE	length_SINE	length_DNA	length_LTR
LR999946.1	6600001	6700000	1230	44871	18023	8724	5866	2620
LR999946.1	6700001	6800000	1274	35338	15425	11094	3491	874
LR999946.1	6800001	6900000	1622	33254	13133	9102	3573	320
LR999946.1	6900001	7000000	9144	22090	10267	5548	871	534
LR999946.1	7000001	7100000	14941	21607	8298	3761	2526	386
LR999946.1	7100001	7200000	14051	29140	12995	2816	2792	70
LR999946.1	7200001	7300000	8360	24075	10081	4289	1961	1597
LR999946.1	7300001	7400000	22387	14482	4699	3630	828	2654
LR999946.1	7400001	7500000	771	25075	10583	6075	1711	1647
LR999946.1	7500001	7600000	925	33006	11067	5156	2959	4304
LR999946.1	7600001	7700000	12153	25965	7893	5996	3734	138
LR999946.1	7700001	7800000	8208	24674	10199	4849	2952	908
LR999946.1	7800001	7900000	4563	18554	5648	5639	1016	520
LR999946.1	7900001	8000000	53	33136	11897	9023	2378	5941
LR999946.1	8000001	8100000	2718	26331	9406	7786	1341	616
LR999946.1	8100001	8200000	11679	27801	7821	8544	4163	904
LR999946.1	8200001	8300000	0	21985	8682	5786	666	574
LR999946.1	8300001	8400000	1278	25416	5161	7166	3243	3640
LR999946.1	8400001	8500000	5061	12481	2839	3742	1607	45
LR999946.1	8500001	8600000	0	28049	9227	9052	3260	444
LR999946.1	8600001	8700000	0	39087	15721	9492	1833	4236
LR999946.1	8700001	8800000	9826	35138	9972	8877	3948	8549
LR999946.1	8800001	8900000	3285	25401	9010	6446	2469	976
LR999946.1	8900001	9000000	0	28488	11833	8716	550	965
LR999946.1	9000001	9100000	3266	23724	8849	6319	2074	216
LR999946.1	9100001	9200000	2341	36732	13265	13358	2795	455
LR999946.1	9200001	9300000	3188	41532	17409	11956	1510	756
LR999946.1	9300001	9400000	0	33339	14000	8177	1836	1238
LR999946.1	9400001	9500000	0	39047	15205	13144	2980	36
LR999946.1	9500001	9600000	4582	27175	12819	8451	1927	274
LR999946.1	9600001	9700000	452	31384	7535	8463	2742	3026
LR999946.1	9700001	9800000	9881	33802	14332	5360	1796	1020
LR999946.1	9800001	9900000	1744	79989	34152	1993	8312	10625
LR999946.1	9900001	10000000	0	52350	22162	4278	4831	1268
LR999946.1	10000001	10100000	0	40368	15837	9301	1278	1433
LR999946.1	10100001	10200000	1693	34802	16312	9478	1250	851
LR999946.1	10200001	10300000	0	40526	17641	8120	934	1519
LR999946.1	10300001	10400000	0	37631	16637	11943	939	41
LR999946.1	10400001	10500000	1555	33680	12638	10038	2219	515
LR999946.1	10500001	10600000	0	37214	10291	9614	3512	1350
LR999946.1	10600001	10700000	4953	38225	15065	9273	2940	719
LR999946.1	10700001	10800000	318	44038	19475	10665	3422	1869
LR999946.1	10800001	10900000	0	31262	12782	9508	2333	124
LR999946.1	10900001	11000000	3394	33059	14061	8838	2235	331
LR999946.1	11000001	11100000	1506	30533	9211	7494	4767	1399
LR999946.1	11100001	11200000	4937	38772	13767	10069	3374	1020
LR999946.1	11200001	11300000	5006	34899	11649	9847	2909	673
LR999946.1	11300001	11400000	6008	32067	11432	6907	3177	328
LR999946.1	11400001	11500000	0	47590	20463	8505	3888	6109
LR999946.1	11500001	11600000	1335	48172	31023	5962	3428	639
LR999946.1	11600001	11700000	3235	43977	23737	8039	1980	1984
LR999946.1	11700001	11800000	101	23979	8764	8000	1699	324
LR999946.1	11800001	11900000	6620	33113	14497	8242	2737	721
LR999946.1	11900001	12000000	269	46390	20562	7601	3724	8981
LR999946.1	12000001	12100000	5129	36381	18986	6990	727	431
LR999946.1	12100001	12200000	2264	33309	16058	6676	1327	360
LR999946.1	12200001	12300000	699	29482	13817	7153	1025	1417
LR999946.1	12300001	12400000	4699	22210	9435	6557	891	725
LR999946.1	12400001	12500000	6456	23116	9958	3838	4019	1416
LR999946.1	12500001	12594674	768	40070	15424	1872	285	2749
LR999947.1	1	100000	5009	37517	15772	5292	3707	6929
LR999947.1	100001	200000	6986	29924	12232	7302	3282	435
LR999947.1	200001	300000	1868	43777	18167	8960	3472	5943
LR999947.1	300001	400000	5833	44698	22812	10058	3333	932
LR999947.1	400001	500000	4934	36825	11841	10643	3329	1555
LR999947.1	500001	600000	5194	43971	20223	5746	4953	5399
LR999947.1	600001	700000	1817	38235	12884	10900	4755	1757
LR999947.1	700001	800000	543	39675	15476	10747	4775	692
LR999947.1	800001	900000	5721	44578	16143	9001	5610	6041
LR999947.1	900001	1000000	0	56549	21499	13256	4095	2016
LR999947.1	1000001	1100000	4407	46400	17545	9348	3093	1430
LR999947.1	1100001	1200000	0	47565	20763	10995	3218	948
LR999947.1	1200001	1300000	1389	53779	26293	9837	1976	5118
LR999947.1	1300001	1400000	0	52629	22433	14975	3048	1174
LR999947.1	1400001	1500000	0	51126	21996	13373	2507	2426
LR999947.1	1500001	1600000	639	48362	15226	11699	3531	7427
LR999947.1	1600001	1700000	0	50641	25118	12038	4523	478
LR999947.1	1700001	1800000	0	62473	20878	8809	9686	2480
LR999947.1	1800001	1900000	4826	44993	19623	8115	4136	1437
LR999947.1	1900001	2000000	0	46448	18819	12309	2879	788
LR999947.1	2000001	2100000	3696	39943	11606	12835	3890	796
LR999947.1	2100001	2200000	3177	39931	15150	9491	4353	919
LR999947.1	2200001	2300000	2909	52718	17700	13689	7178	1409
LR999947.1	2300001	2400000	4787	43320	18574	10895	4111	480
LR999947.1	2400001	2500000	363	54120	21404	13084	4409	850
LR999947.1	2500001	2600000	0	51600	22429	11647	2972	338
LR999947.1	2600001	2700000	0	54317	20680	10478	2613	2407
LR999947.1	2700001	2800000	1638	41114	14239	11661	2224	541
LR999947.1	2800001	2900000	0	51037	20022	13050	3594	421
LR999947.1	2900001	3000000	950	50684	25643	9863	4033	5140
LR999947.1	3000001	3100000	3555	46355	15674	9630	2648	2809
LR999947.1	3100001	3200000	2967	43580	14425	7676	2171	350
LR999947.1	3200001	3300000	2574	36138	14458	10357	1144	472
LR999947.1	3300001	3400000	2623	44646	20333	11733	2996	764
LR999947.1	3400001	3500000	322	47155	21125	11518	2919	1255
LR999947.1	3500001	3600000	22	50980	21445	11287	2610	6385
LR999947.1	3600001	3700000	738	44951	17101	13345	3091	630
LR999947.1	3700001	3800000	0	52806	23225	10707	3503	1184
LR999947.1	3800001	3900000	81	42557	16954	13091	4435	760
LR999947.1	3900001	4000000	0	49812	22250	14849	2612	1407
LR999947.1	4000001	4100000	0	48789	18882	11400	3581	6169
LR999947.1	4100001	4200000	5227	45411	17032	11261	4182	2661
LR999947.1	4200001	4300000	293	45303	17886	9386	2873	6541
LR999947.1	4300001	4400000	1442	47120	15919	11154	3863	2616
LR999947.1	4400001	4500000	5541	28441	8121	7213	2777	1782
LR999947.1	4500001	4600000	182	49423	21874	11831	2413	1331
LR999947.1	4600001	4700000	1891	48536	15227	9367	2244	1484
LR999947.1	4700001	4800000	921	46779	18885	11330	2574	1071
LR999947.1	4800001	4900000	2640	44084	18420	6707	6762	165
LR999947.1	4900001	5000000	5801	51202	20951	8344	2498	616
LR999947.1	5000001	5100000	681	53367	17684	8191	2112	4485
LR999947.1	5100001	5200000	871	46796	26058	8657	4071	453
LR999947.1	5200001	5300000	6532	38810	16333	8247	2908	1400
LR999947.1	5300001	5400000	2756	41307	13490	9677	2940	1429
LR999947.1	5400001	5500000	7401	44273	15175	8382	1798	1459
LR999947.1	5500001	5600000	509	49150	19987	10356	4418	1709
LR999947.1	5600001	5700000	0	43930	16720	8577	1103	1011
LR999947.1	5700001	5800000	5848	38798	23268	6383	3308	444
LR999947.1	5800001	5900000	2281	30183	11073	5136	2548	4052
LR999947.1	5900001	6000000	3816	34290	12398	6581	4312	61
LR999947.1	6000001	6100000	15032	39092	13192	7945	3708	6932
LR999947.1	6100001	6200000	2204	45003	25179	9013	4343	686
LR999947.1	6200001	6300000	3796	46201	16165	8919	3286	9708
LR999947.1	6300001	6400000	0	48305	19716	11324	5132	3486
LR999947.1	6400001	6500000	0	47589	19662	12907	3406	1620
LR999947.1	6500001	6600000	760	38482	16877	11518	2085	483
LR999947.1	6600001	6700000	149	45487	19998	10022	5293	325
LR999947.1	6700001	6800000	3452	45268	19361	12174	2309	1841
LR999947.1	6800001	6900000	3012	52817	20103	7018	1640	11011
LR999947.1	6900001	7000000	3170	52068	21331	10629	5285	2219
LR999947.1	7000001	7100000	1316	44535	14619	13704	4312	1059
LR999947.1	7100001	7200000	1286	48209	21238	9849	3764	2281
LR999947.1	7200001	7300000	0	45940	19561	9584	4130	917
LR999947.1	7300001	7400000	993	51309	20383	11813	3626	6513
LR999947.1	7400001	7500000	2874	46537	17964	9313	4222	1797
LR999947.1	7500001	7600000	0	49225	18572	9825	3467	4823
LR999947.1	7600001	7700000	0	53747	26315	11888	2898	1439
LR999947.1	7700001	7800000	1164	46227	19415	10216	2760	845
LR999947.1	7800001	7900000	0	53646	20215	11204	1779	2078
LR999947.1	7900001	8000000	4435	32391	13117	7531	3667	548
LR999947.1	8000001	8100000	3845	35778	10807	8468	6625	1565
LR999947.1	8100001	8200000	4069	46896	13302	12476	2660	2315
LR999947.1	8200001	8300000	182	50896	22681	7520	2981	7544
LR999947.1	8300001	8400000	3474	38225	14443	10826	2558	1098
LR999947.1	8400001	8500000	4538	40911	13453	9946	5668	1966
LR999947.1	8500001	8600000	2788	44319	15933	9730	5547	776
LR999947.1	8600001	8700000	4710	43195	15113	5944	5089	2040
LR999947.1	8700001	8800000	6613	44092	19098	9868	3658	1227
LR999947.1	8800001	8900000	0	46740	20017	12091	2934	1156
LR999947.1	8900001	9000000	939	45436	19472	9825	2075	1022
LR999947.1	9000001	9100000	2579	47364	18015	12031	2408	1892
LR999947.1	9100001	9200000	6019	35396	13436	5129	5663	564
LR999947.1	9200001	9300000	0	41659	15320	12804	1582	2103
LR999947.1	9300001	9400000	0	44239	19702	8436	4394	847
LR999947.1	9400001	9500000	406	45878	16955	13357	5634	729
LR999947.1	9500001	9600000	923	46716	17375	12539	3111	660
LR999947.1	9600001	9700000	2116	34499	14615	7613	3717	733
LR999947.1	9700001	9800000	833	43852	18573	12133	2757	856
LR999947.1	9800001	9900000	1909	43545	18747	9704	2185	5185
LR999947.1	9900001	10000000	6649	43796	17342	9088	5636	218
LR999947.1	10000001	10100000	0	51199	22583	7889	3820	2565
LR999947.1	10100001	10200000	2743	42925	20585	11977	2501	3942
LR999947.1	10200001	10300000	677	47695	20470	10966	2534	1304
LR999947.1	10300001	10400000	10	44426	17130	12609	831	1307
LR999947.1	10400001	10500000	0	48188	21418	14374	3116	1536
LR999947.1	10500001	10600000	0	41935	17241	13175	2980	340
LR999947.1	10600001	10700000	5083	41765	18041	9140	3804	3711
LR999947.1	10700001	10800000	2380	43650	19948	12196	2845	599
LR999947.1	10800001	10900000	2188	39154	18621	12008	2730	234
LR999947.1	10900001	11000000	925	53372	18326	13137	3797	11206
LR999947.1	11000001	11100000	5871	40030	17711	7964	1547	5346
LR999947.1	11100001	11200000	5195	42961	19994	5925	2691	2997
LR999947.1	11200001	11300000	3105	35372	16236	7489	1494	1010
LR999947.1	11300001	11400000	3929	36284	11233	9344	1848	634
LR999947.1	11400001	11500000	2347	29803	10485	7730	1121	4290
LR999947.1	11500001	11600000	2335	28947	15650	5942	1078	1366
LR999947.1	11600001	11700000	3495	27589	14714	7120	45	186
LR999947.1	11700001	11704087	0	1488	320		316	144
LR999948.1	1	100000	4856	94811	79633	356	190	6469
LR999948.1	100001	200000	2328	17349	7846	1519	1727	1403
LR999948.1	200001	300000	14196	29505	13578	3653	3458	3501
LR999948.1	300001	400000	3398	40735	19487	9009	1645	823
LR999948.1	400001	500000	1316	49051	19485	9738	2646	7206
LR999948.1	500001	600000	0	51140	27255	10934	4665	881
LR999948.1	600001	700000	1764	51876	19715	10893	3786	10253
LR999948.1	700001	800000	1884	51310	16765	10397	3195	3958
LR999948.1	800001	900000	0	47669	20409	10625	1634	1530
LR999948.1	900001	1000000	0	52993	23672	11994	3420	1296
LR999948.1	1000001	1100000	2234	49641	23367	10197	3039	1573
LR999948.1	1100001	1200000	1741	46949	17610	12731	6682	1526
LR999948.1	1200001	1300000	0	54448	27575	13119	2907	678
LR999948.1	1300001	1400000	0	50297	25951	10660	2569	1303
LR999948.1	1400001	1500000	1080	44543	17772	9896	3296	987
LR999948.1	1500001	1600000	0	57144	27335	12109	4090	3873
LR999948.1	1600001	1700000	0	49640	21306	13677	3548	1350
LR999948.1	1700001	1800000	1328	56804	30067	11189	4464	1229
LR999948.1	1800001	1900000	1049	48867	23484	13310	5024	1479
LR999948.1	1900001	2000000	0	53403	23497	10945	2125	1732
LR999948.1	2000001	2100000	3619	51260	19498	12839	7201	2124
LR999948.1	2100001	2200000	1292	47048	16844	9395	4479	1559
LR999948.1	2200001	2300000	923	62634	22849	11051	8095	7976
LR999948.1	2300001	2400000	0	48154	18134	13861	2675	1021
LR999948.1	2400001	2500000	683	58741	22818	11109	3279	12431
LR999948.1	2500001	2600000	3213	49660	24861	8030	3907	974
LR999948.1	2600001	2700000	1005	53179	18193	12712	6169	1763
LR999948.1	2700001	2800000	1532	54367	21643	9960	4906	7239
LR999948.1	2800001	2900000	4319	52503	22818	7073	11153	2276
LR999948.1	2900001	3000000	3508	44502	19434	5603	5784	2821
LR999948.1	3000001	3100000	6672	33747	11527	5605	4389	2040
LR999948.1	3100001	3200000	5486	29584	10538	6358	1147	671
LR999948.1	3200001	3300000	2678	33485	10532	5598	3162	2057
LR999948.1	3300001	3400000	238	43121	13050	10354	6283	1121
LR999948.1	3400001	3500000	5290	46535	26852	4508	3068	701
LR999948.1	3500001	3600000	6515	34669	12685	6285	3710	578
LR999948.1	3600001	3700000	1244	41605	16886	11767	2317	1694
LR999948.1	3700001	3800000	797	50504	19119	10351	2298	5965
LR999948.1	3800001	3900000	644	52010	19258	8706	3258	10412
LR999948.1	3900001	4000000	380	37496	14936	10924	3731	641
LR999948.1	4000001	4100000	866	56679	21676	9859	3606	2803
LR999948.1	4100001	4200000	1362	43859	15594	12385	4786	1664
LR999948.1	4200001	4300000	3972	35821	14138	11793	1390	626
LR999948.1	4300001	4400000	4357	31898	10680	11039	2951	741
LR999948.1	4400001	4500000	3272	37326	12961	7906	1519	670
LR999948.1	4500001	4600000	2366	46707	22983	8792	3229	281
LR999948.1	4600001	4700000	0	41876	15119	9444	5139	921
LR999948.1	4700001	4800000	5206	41589	14657	9521	3879	1367
LR999948.1	4800001	4900000	4177	42053	14734	9487	1307	5064
LR999948.1	4900001	5000000	6870	34468	10218	7587	2797	1191
LR999948.1	5000001	5100000	0	54158	17341	8108	5729	11486
LR999948.1	5100001	5200000	1034	48013	16674	10420	7720	1406
LR999948.1	5200001	5300000	0	43297	16655	9645	2362	1229
LR999948.1	5300001	5400000	3042	50971	16621	9182	5163	6435
LR999948.1	5400001	5500000	377	45803	19841	11004	3514	430
LR999948.1	5500001	5600000	2060	30423	10209	7405	2377	325
LR999948.1	5600001	5700000	3058	43035	19643	11051	2246	733
LR999948.1	5700001	5800000	4908	53000	17969	6849	1944	490
LR999948.1	5800001	5900000	1701	49460	16437	11497	4739	8762
LR999948.1	5900001	6000000	0	42207	21221	9820	3169	146
LR999948.1	6000001	6100000	0	45002	20402	12603	1919	768
LR999948.1	6100001	6200000	0	49760	15712	7825	2463	1500
LR999948.1	6200001	6300000	434	49860	28836	3514	3843	8002
LR999948.1	6300001	6400000	12525	48805	22471	5224	6389	1693
LR999948.1	6400001	6500000	4995	32065	12135	7774	2790	2050
LR999948.1	6500001	6600000	1130	27722	10447	7804	1350	38
LR999948.1	6600001	6700000	755	21865	8693	7977	1965	115
LR999948.1	6700001	6800000	1436	29812	12613	8300	2134	692
LR999948.1	6800001	6900000	2267	36519	16207	6988	3657	1257
LR999948.1	6900001	7000000	1577	17919	4981	4033	1405	258
LR999948.1	7000001	7100000	6866	32306	14614	5230	2347	660
LR999948.1	7100001	7200000	2814	31893	11165	5618	3765	1272
LR999948.1	7200001	7300000	5232	26623	10124	6884	1616	127
LR999948.1	7300001	7400000	0	24334	7023	6426	2386	649
LR999948.1	7400001	7500000	8964	26822	11711	5345	2096	371
LR999948.1	7500001	7600000	4231	32477	10457	8002	3595	1466
LR999948.1	7600001	7700000	6670	34229	11986	8888	3879	707
LR999948.1	7700001	7800000	1399	38771	14084	7026	2464	635
LR999948.1	7800001	7900000	2803	40377	12843	8647	3284	1370
LR999948.1	7900001	8000000	1721	49463	13312	7292	5016	5456
LR999948.1	8000001	8100000	1400	51656	24475	8201	3724	5982
LR999948.1	8100001	8200000	0	57238	21814	13216	5297	1060
LR999948.1	8200001	8300000	3356	49347	19445	11324	6030	877
LR999948.1	8300001	8400000	274	50721	22641	9867	4469	1644
LR999948.1	8400001	8500000	4110	56780	14773	13075	4721	7410
LR999948.1	8500001	8600000	2121	33545	11038	8422	4032	932
LR999948.1	8600001	8700000	0	21067	7051	5922	1284	579
LR999948.1	8700001	8800000	0	42781	22057	12285	1459	1009
LR999948.1	8800001	8900000	1840	39362	12544	8574	5530	1720
LR999948.1	8900001	9000000	682	40323	15526	10181	1770	264
LR999948.1	9000001	9100000	7611	36789	13706	9464	4828	1227
LR999948.1	9100001	9200000	5318	45598	22676	8003	1910	888
LR999948.1	9200001	9300000	5793	37143	9560	11107	4324	650
LR999948.1	9300001	9400000	8989	34824	12146	8253	4289	306
LR999948.1	9400001	9500000	1936	41002	18101	5894	3028	3976
LR999948.1	9500001	9600000	0	47124	22111	11800	3562	774
LR999948.1	9600001	9700000	2301	45326	20019	12465	3254	1517
LR999948.1	9700001	9800000	1124	51617	27468	12144	4614	1179
LR999948.1	9800001	9900000	0	59667	30665	13083	3400	2110
LR999948.1	9900001	10000000	275	53204	19285	15482	4462	431
LR999948.1	10000001	10100000	0	50105	21732	12782	2907	1322
LR999948.1	10100001	10200000	634	49782	18025	14853	5652	468
LR999948.1	10200001	10300000	0	52479	24228	17089	2652	1392
LR999948.1	10300001	10400000	8343	52336	22153	6736	7235	5192
LR999948.1	10400001	10500000	3224	33853	13451	9116	477	759
LR999948.1	10500001	10600000	5342	39858	15104	10151	1938	1810
LR999948.1	10600001	10700000	2996	46060	20681	8609	4853	1623
LR999948.1	10700001	10800000	8650	34345	14245	7173	3239	811
LR999948.1	10800001	10900000	2202	31829	14945	9525	916	598
LR999948.1	10900001	11000000	0	43204	21270	10122	2351	1583
LR999948.1	11000001	11100000	0	34617	17804	9419	1795	321
LR999948.1	11100001	11200000	4440	36062	9476	7958	5625	6701
LR999948.1	11200001	11300000	5945	31047	18054	5172	1302	1573
LR999948.1	11300001	11326783	2090	21036	19863		50	0
LR999949.1	1	100000	10985	88807	84816		0	94
LR999949.1	100001	200000	8935	86135	81687		175	432
LR999949.1	200001	300000	5893	37134	8854	4877	2397	12623
LR999949.1	300001	400000	0	42591	20880	8413	2080	271
LR999949.1	400001	500000	0	42620	15701	9459	2734	766
LR999949.1	500001	600000	464	42424	20741	8569	2040	565
LR999949.1	600001	700000	0	50930	18335	11764	3097	875
LR999949.1	700001	800000	0	38693	16907	11079	908	1288
LR999949.1	800001	900000	2597	46295	20434	9642	2231	1550
LR999949.1	900001	1000000	4819	22253	4282	2657	923	6679
LR999949.1	1000001	1100000	937	24494	7970	6212	1323	1008
LR999949.1	1100001	1200000	3738	41381	17832	8435	3510	512
LR999949.1	1200001	1300000	5151	38481	13451	8321	3158	1866
LR999949.1	1300001	1400000	5742	47715	24502	11005	2207	754
LR999949.1	1400001	1500000	1556	38496	14433	11076	3291	419
LR999949.1	1500001	1600000	538	46163	17849	13632	3883	1127
LR999949.1	1600001	1700000	10010	37368	12922	7226	2452	1139
LR999949.1	1700001	1800000	2177	36188	15094	9102	3522	1056
LR999949.1	1800001	1900000	1731	48114	21706	9275	2698	4791
LR999949.1	1900001	2000000	4121	53798	28491	9822	5015	1186
LR999949.1	2000001	2100000	278	47016	14583	11511	6596	703
LR999949.1	2100001	2200000	90	47537	17296	11225	5228	475
LR999949.1	2200001	2300000	0	52332	17278	10691	5186	8239
LR999949.1	2300001	2400000	68	48170	22864	11719	1479	505
LR999949.1	2400001	2500000	381	55203	26458	10303	5974	1794
LR999949.1	2500001	2600000	1484	57387	30384	9689	3799	608
LR999949.1	2600001	2700000	933	49568	23118	10447	2753	807
LR999949.1	2700001	2800000	3022	47362	16192	9511	2916	7215
LR999949.1	2800001	2900000	16018	19280	7682	6004	497	1067
LR999949.1	2900001	3000000	1435	31287	10135	7602	2160	1798
LR999949.1	3000001	3100000	0	38634	17599	9971	2912	648
LR999949.1	3100001	3200000	8412	40189	15669	8038	4429	1992
LR999949.1	3200001	3300000	4039	37769	13287	9938	5493	696
LR999949.1	3300001	3400000	3406	32470	7618	7314	2640	1279
LR999949.1	3400001	3500000	1368	24705	10872	7282	1361	316
LR999949.1	3500001	3600000	3364	19144	4927	4763	1252	170
LR999949.1	3600001	3700000	3134	19881	6658	6317	794	278
LR999949.1	3700001	3800000	0	34918	12260	12714	2304	457
LR999949.1	3800001	3900000	1326	41199	20628	6638	1436	104
LR999949.1	3900001	4000000	6497	42999	16402	6951	1850	4611
LR999949.1	4000001	4100000	961	39940	15966	8446	2243	2596
LR999949.1	4100001	4200000	820	50454	15690	9198	4078	6964
LR999949.1	4200001	4300000	2183	56042	27817	6652	3587	1288
LR999949.1	4300001	4400000	7940	35756	13046	5963	7015	1008
LR999949.1	4400001	4500000	1307	47629	21925	8940	2484	1188
LR999949.1	4500001	4600000	1225	32561	9430	8574	3204	772
LR999949.1	4600001	4700000	10485	36595	11744	7076	6306	1953
LR999949.1	4700001	4800000	1243	27961	8959	6939	1662	1481
LR999949.1	4800001	4900000	2421	30426	8801	6875	3691	929
LR999949.1	4900001	5000000	778	31782	8748	7785	3182	741
LR999949.1	5000001	5100000	4621	34103	12444	6234	4654	632
LR999949.1	5100001	5200000	4967	39613	15229	9944	4488	2854
LR999949.1	5200001	5300000	381	35510	13194	9067	3489	902
LR999949.1	5300001	5400000	6175	27475	8395	6241	3252	940
LR999949.1	5400001	5500000	423	38818	14168	6456	4027	1235
LR999949.1	5500001	5600000	5517	33547	11308	7040	4595	1325
LR999949.1	5600001	5700000	4874	45738	13641	7482	7168	6982
LR999949.1	5700001	5800000	4240	47887	15789	9511	3348	6386
LR999949.1	5800001	5900000	8473	32611	10556	6010	5917	594
LR999949.1	5900001	6000000	2798	59334	24252	10431	3941	6597
LR999949.1	6000001	6100000	0	61461	22325	10868	7435	6241
LR999949.1	6100001	6200000	1220	53399	20254	10717	2696	5554
LR999949.1	6200001	6300000	7021	40583	12725	6909	5215	2819
LR999949.1	6300001	6400000	7539	39586	10224	9225	8538	163
LR999949.1	6400001	6500000	1916	39602	12730	9039	5977	540
LR999949.1	6500001	6600000	5297	33835	11289	4685	4286	698
LR999949.1	6600001	6700000	2428	43605	11406	9209	5208	4616
LR999949.1	6700001	6800000	1768	40468	14500	8416	6024	1020
LR999949.1	6800001	6900000	2201	51332	18169	8628	7317	1589
LR999949.1	6900001	7000000	4542	40496	15947	8343	4134	1163
LR999949.1	7000001	7100000	5836	40553	11855	8934	4065	1472
LR999949.1	7100001	7200000	3503	42535	7713	3082	14754	4050
LR999949.1	7200001	7300000	0	45211	11470	462	17606	8871
LR999949.1	7300001	7400000	1530	46595	21160	490	17090	3622
LR999949.1	7400001	7500000	5775	59825	23425	4286	10517	12465
LR999949.1	7500001	7600000	1298	51107	20663	10121	4061	849
LR999949.1	7600001	7700000	7757	43536	17643	9005	6411	412
LR999949.1	7700001	7800000	3880	49372	19864	11112	2655	994
LR999949.1	7800001	7900000	6842	36721	14083	8052	3232	1316
LR999949.1	7900001	8000000	5464	42708	14209	12728	5710	118
LR999949.1	8000001	8100000	13324	33324	11159	9361	3041	206
LR999949.1	8100001	8200000	1795	55705	23739	9409	5376	2300
LR999949.1	8200001	8300000	0	58048	28480	9837	5718	2113
LR999949.1	8300001	8400000	0	51367	17319	13336	4131	2439
LR999949.1	8400001	8500000	0	55430	27034	13253	2504	1557
LR999949.1	8500001	8600000	0	58531	19723	11169	3952	6746
LR999949.1	8600001	8700000	5965	38946	11455	9811	4489	2537
LR999949.1	8700001	8800000	5006	51700	20430	9554	6830	173
LR999949.1	8800001	8900000	4301	61339	21069	13399	8397	8316
LR999949.1	8900001	9000000	2515	50218	17029	11543	6025	2226
LR999949.1	9000001	9100000	458	59970	26980	13152	5453	1271
LR999949.1	9100001	9200000	0	61992	32051	13679	4716	1740
LR999949.1	9200001	9300000	0	57528	24177	12655	3954	1750
LR999949.1	9300001	9400000	427	57165	29398	13121	2018	1655
LR999949.1	9400001	9500000	329	59775	22681	14290	3842	6485
LR999949.1	9500001	9600000	1497	65953	28748	11355	6454	5444
LR999949.1	9600001	9700000	7870	36237	12134	9376	4243	983
LR999949.1	9700001	9800000	2324	56071	23039	11373	5787	1194
LR999949.1	9800001	9900000	488	57378	24427	13478	4150	2014
LR999949.1	9900001	10000000	2133	52783	18713	12322	6472	6148
LR999949.1	10000001	10100000	5266	43580	19049	10181	3448	1149
LR999949.1	10100001	10200000	1196	47215	18973	10319	5560	3797
LR999949.1	10200001	10300000	2223	47808	19235	11059	3024	2592
LR999949.1	10300001	10400000	1096	47510	18469	11519	2900	1769
LR999949.1	10400001	10500000	3263	56862	29587	12596	5243	1497
LR999949.1	10500001	10600000	9386	41711	18733	6804	3897	2161
LR999949.1	10600001	10700000	7048	31332	11032	10311	809	233
LR999949.1	10700001	10800000	980	43042	17983	11125	2527	5053
LR999949.1	10800001	10900000	1929	54380	26568	12001	1842	1948
LR999949.1	10900001	11000000	0	55147	28890	12037	3210	1001
LR999949.1	11000001	11100000	5059	32794	13842	8081	1327	1072
LR999949.1	11100001	11199261	12614	31488	15968	1469	4256	3636
LR999950.1	1	100000	2032	57111	24999	2316	4883	7218
LR999950.1	100001	200000	5774	21830	8889	4751	1460	552
LR999950.1	200001	300000	1102	30786	20015	4044	1382	457
LR999950.1	300001	400000	2743	41347	16925	8231	3117	5620
LR999950.1	400001	500000	0	30453	11911	6676	2216	1122
LR999950.1	500001	600000	7588	30102	11257	7832	1703	1147
LR999950.1	600001	700000	3755	45226	18839	10339	2336	1339
LR999950.1	700001	800000	2595	39881	15553	13583	2269	197
LR999950.1	800001	900000	3050	50707	23203	10465	5351	870
LR999950.1	900001	1000000	1845	40095	16052	9583	2639	1091
LR999950.1	1000001	1100000	3255	43850	11746	8847	6295	3179
LR999950.1	1100001	1200000	17907	58136	19089	5449	3735	16681
LR999950.1	1200001	1300000	2650	39447	15490	9665	1317	1537
LR999950.1	1300001	1400000	1057	38591	12653	11111	2751	845
LR999950.1	1400001	1500000	5511	47338	22286	7922	1774	5547
LR999950.1	1500001	1600000	0	51973	21456	14779	3104	265
LR999950.1	1600001	1700000	0	44170	16908	11337	2469	2210
LR999950.1	1700001	1800000	1794	56485	25860	10940	6046	1054
LR999950.1	1800001	1900000	6189	42901	19440	9955	3202	467
LR999950.1	1900001	2000000	4986	51292	22851	8665	6376	2143
LR999950.1	2000001	2100000	7856	30192	9916	7985	3970	436
LR999950.1	2100001	2200000	1894	39446	13496	12209	2875	417
LR999950.1	2200001	2300000	8559	35091	14222	8087	2907	611
LR999950.1	2300001	2400000	2089	40250	20375	9013	2172	175
LR999950.1	2400001	2500000	0	37904	15319	10148	3650	550
LR999950.1	2500001	2600000	0	43779	18661	13078	3534	843
LR999950.1	2600001	2700000	0	44933	23609	10610	3075	468
LR999950.1	2700001	2800000	0	41747	18582	10085	3711	242
LR999950.1	2800001	2900000	0	40804	14960	13860	2525	1472
LR999950.1	2900001	3000000	971	45007	13867	10203	1062	6434
LR999950.1	3000001	3100000	4336	37837	15577	8068	2230	328
LR999950.1	3100001	3200000	133	42027	15173	10444	3832	1421
